model,K,spk,local_t,gi,method,block_seconds,fade_seconds,selection_rule,ASR,R3_escape,R5_escape,NAC,PESQ,STOI,SI_SDR
audioseal,5,chinese:SSB0407,0,48,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.5594,0.9980,33.21
audioseal,5,chinese:SSB0407,0,48,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5765,0.9986,33.38
audioseal,5,chinese:SSB0407,0,48,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.4961,0.9990,35.77
audioseal,5,chinese:SSB0407,0,48,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.3763,0.9983,32.54
audioseal,5,chinese:SSB0407,0,48,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7500,4.4214,0.9984,32.64
audioseal,5,chinese:SSB0407,0,48,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6875,4.5945,0.9992,35.56
audioseal,5,chinese:SSB0415,0,49,mean,2.0,0.02,blockwise_max_pair_mse,1,0,0,0.9375,4.6120,0.9987,37.29
audioseal,5,chinese:SSB0415,0,49,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5894,0.9982,33.63
audioseal,5,chinese:SSB0415,0,49,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.6150,0.9985,35.75
audioseal,5,chinese:SSB0415,0,49,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8125,4.5894,0.9982,33.63
audioseal,5,chinese:SSB0415,0,49,median,2.0,0.02,blockwise_max_pair_mse,0,0,0,1.0000,4.6077,0.9987,37.24
audioseal,5,chinese:SSB0415,0,49,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.4207,0.9979,32.12
audioseal,5,chinese:SSB0415,0,49,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.4048,0.9976,32.20
audioseal,5,chinese:SSB0415,0,49,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8750,4.5902,0.9982,33.70
