model,K,spk,local_t,gi,restart,start_id,objective,weights
voicemark,5,chinese:SSB0033,0,6,2,0,0.0001271856,0.05240025;0.22327711;0.17029410;0.20698283;0.34704571
voicemark,5,chinese:SSB0033,0,6,2,1,0.0001271856,0.05240025;0.22327711;0.17029410;0.20698283;0.34704571
voicemark,5,chinese:SSB0033,0,6,2,2,0.0001271856,0.05240025;0.22327712;0.17029410;0.20698283;0.34704571
voicemark,5,chinese:SSB0033,0,6,2,3,0.0001271856,0.05240026;0.22327710;0.17029410;0.20698283;0.34704571
voicemark,5,chinese:SSB0033,0,6,2,4,0.0001271856,0.05240025;0.22327711;0.17029409;0.20698284;0.34704571
voicemark,5,chinese:SSB0033,0,6,2,5,0.0001271856,0.05240026;0.22327710;0.17029410;0.20698283;0.34704571
voicemark,5,chinese:SSB0033,0,6,2,6,0.0001271856,0.05240025;0.22327711;0.17029409;0.20698284;0.34704571
voicemark,5,chinese:SSB0033,0,6,3,0,0.0001271856,0.05240025;0.22327711;0.17029410;0.20698283;0.34704571
voicemark,5,chinese:SSB0033,0,6,3,1,0.0001271856,0.05240025;0.22327711;0.17029410;0.20698283;0.34704571
voicemark,5,chinese:SSB0033,0,6,3,2,0.0001271856,0.05240025;0.22327711;0.17029410;0.20698283;0.34704571
voicemark,5,chinese:SSB0033,0,6,3,3,0.0001271856,0.05240025;0.22327711;0.17029410;0.20698283;0.34704571
voicemark,5,chinese:SSB0033,0,6,3,4,0.0001271856,0.05240026;0.22327711;0.17029410;0.20698283;0.34704571
voicemark,5,chinese:SSB0033,0,6,3,5,0.0001271856,0.05240025;0.22327711;0.17029410;0.20698283;0.34704571
voicemark,5,chinese:SSB0033,0,6,3,6,0.0001271856,0.05240025;0.22327712;0.17029410;0.20698283;0.34704571
voicemark,5,chinese:SSB0038,0,7,0,0,0.0001019242,0.21131130;0.02659286;0.27593538;0.25412297;0.23203749
voicemark,5,chinese:SSB0038,0,7,0,1,0.0001019242,0.21131130;0.02659286;0.27593538;0.25412296;0.23203750
voicemark,5,chinese:SSB0038,0,7,0,2,0.0001019242,0.21131130;0.02659286;0.27593538;0.25412297;0.23203749
voicemark,5,chinese:SSB0038,0,7,0,3,0.0001019242,0.21131130;0.02659286;0.27593538;0.25412297;0.23203749
voicemark,5,chinese:SSB0038,0,7,0,4,0.0001019242,0.21131131;0.02659285;0.27593537;0.25412298;0.23203748
voicemark,5,chinese:SSB0038,0,7,0,5,0.0001019242,0.21131131;0.02659286;0.27593538;0.25412297;0.23203749
voicemark,5,chinese:SSB0038,0,7,0,6,0.0001019242,0.21131131;0.02659285;0.27593537;0.25412298;0.23203748
voicemark,5,chinese:SSB0038,0,7,1,0,0.0001019242,0.21131130;0.02659286;0.27593538;0.25412297;0.23203749
voicemark,5,chinese:SSB0038,0,7,1,1,0.0001019242,0.21131130;0.02659286;0.27593538;0.25412296;0.23203750
voicemark,5,chinese:SSB0038,0,7,1,2,0.0001019242,0.21131131;0.02659286;0.27593538;0.25412297;0.23203749
voicemark,5,chinese:SSB0038,0,7,1,3,0.0001019242,0.21131131;0.02659285;0.27593537;0.25412298;0.23203748
voicemark,5,chinese:SSB0038,0,7,1,4,0.0001019242,0.21131131;0.02659285;0.27593537;0.25412298;0.23203748
voicemark,5,chinese:SSB0038,0,7,1,5,0.0001019242,0.21131130;0.02659286;0.27593538;0.25412297;0.23203749
voicemark,5,chinese:SSB0038,0,7,1,6,0.0001019242,0.21131130;0.02659285;0.27593538;0.25412297;0.23203749
voicemark,5,chinese:SSB0038,0,7,2,0,0.0001019242,0.21131130;0.02659286;0.27593538;0.25412297;0.23203749
voicemark,5,chinese:SSB0038,0,7,2,1,0.0001019242,0.21131130;0.02659286;0.27593538;0.25412296;0.23203750
voicemark,5,chinese:SSB0038,0,7,2,2,0.0001019242,0.21131130;0.02659286;0.27593538;0.25412297;0.23203749
voicemark,5,chinese:SSB0038,0,7,2,3,0.0001019242,0.21131131;0.02659286;0.27593538;0.25412297;0.23203749
voicemark,5,chinese:SSB0038,0,7,2,4,0.0001019242,0.21131130;0.02659286;0.27593538;0.25412297;0.23203749
voicemark,5,chinese:SSB0038,0,7,2,5,0.0001019242,0.21131130;0.02659286;0.27593538;0.25412297;0.23203749
voicemark,5,chinese:SSB0038,0,7,2,6,0.0001019242,0.21131131;0.02659286;0.27593538;0.25412297;0.23203749
voicemark,5,chinese:SSB0038,0,7,3,0,0.0001019242,0.21131130;0.02659286;0.27593538;0.25412297;0.23203749
voicemark,5,chinese:SSB0038,0,7,3,1,0.0001019242,0.21131130;0.02659286;0.27593538;0.25412296;0.23203750
voicemark,5,chinese:SSB0038,0,7,3,2,0.0001019242,0.21131130;0.02659285;0.27593538;0.25412297;0.23203749
voicemark,5,chinese:SSB0038,0,7,3,3,0.0001019242,0.21131130;0.02659286;0.27593538;0.25412297;0.23203749
voicemark,5,chinese:SSB0038,0,7,3,4,0.0001019242,0.21131130;0.02659287;0.27593538;0.25412296;0.23203749
voicemark,5,chinese:SSB0038,0,7,3,5,0.0001019242,0.21131130;0.02659287;0.27593538;0.25412296;0.23203749
