model,K,spk,local_t,gi,restart,start_id,objective,weights
timbrewm,5,chinese:SSB0033,0,6,1,4,0.0000018563,0.30731775;0.31538434;0.00150412;0.04335742;0.33243637
timbrewm,5,chinese:SSB0033,0,6,1,5,0.0000018564,0.31262013;0.31187588;0.01644069;0.04257141;0.31649189
timbrewm,5,chinese:SSB0033,0,6,1,6,0.0000018563,0.30368184;0.31290884;0.01396764;0.04682846;0.32261322
timbrewm,5,chinese:SSB0033,0,6,2,0,0.0000018569,0.32273931;0.30997554;0.00813804;0.03420494;0.32494217
timbrewm,5,chinese:SSB0033,0,6,2,1,0.0000018569,0.31821251;0.30352224;0.01289656;0.02546296;0.33990573
timbrewm,5,chinese:SSB0033,0,6,2,2,0.0000018569,0.31821251;0.30352224;0.01289656;0.02546296;0.33990573
timbrewm,5,chinese:SSB0033,0,6,2,3,0.0000018571,0.32155581;0.30487282;0.00990133;0.03116882;0.33250121
timbrewm,5,chinese:SSB0033,0,6,2,4,0.0000018563,0.30731775;0.31538434;0.00150412;0.04335742;0.33243637
timbrewm,5,chinese:SSB0033,0,6,2,5,0.0000018571,0.32155581;0.30487282;0.00990133;0.03116882;0.33250121
timbrewm,5,chinese:SSB0033,0,6,2,6,0.0000018563,0.30731775;0.31538434;0.00150412;0.04335742;0.33243637
timbrewm,5,chinese:SSB0033,0,6,3,0,0.0000018569,0.32273931;0.30997554;0.00813804;0.03420494;0.32494217
timbrewm,5,chinese:SSB0033,0,6,3,1,0.0000018569,0.31821251;0.30352224;0.01289656;0.02546296;0.33990573
timbrewm,5,chinese:SSB0033,0,6,3,2,0.0000018560,0.30326504;0.31385083;0.01538907;0.05012860;0.31736646
timbrewm,5,chinese:SSB0033,0,6,3,3,0.0000018562,0.30829512;0.30585457;0.01195055;0.05588761;0.31801214
timbrewm,5,chinese:SSB0033,0,6,3,4,0.0000018571,0.32082626;0.30924092;0.00440966;0.03429425;0.33122891
timbrewm,5,chinese:SSB0033,0,6,3,5,0.0000018563,0.30368184;0.31290884;0.01396764;0.04682846;0.32261322
timbrewm,5,chinese:SSB0033,0,6,3,6,0.0000018569,0.31821251;0.30352224;0.01289656;0.02546296;0.33990573
timbrewm,5,chinese:SSB0038,0,7,0,0,0.0000016592,0.06360835;0.34601355;0.14874845;0.11248747;0.32914218
timbrewm,5,chinese:SSB0038,0,7,0,1,0.0000016602,0.05543317;0.35739186;0.16061109;0.11013681;0.31642706
timbrewm,5,chinese:SSB0038,0,7,0,2,0.0000016582,0.04022825;0.35732997;0.13550987;0.13570096;0.33123095
timbrewm,5,chinese:SSB0038,0,7,0,3,0.0000016600,0.05531489;0.35525804;0.15305236;0.11699868;0.31937603
timbrewm,5,chinese:SSB0038,0,7,0,4,0.0000016602,0.05526601;0.35687965;0.15857576;0.11196051;0.31731806
timbrewm,5,chinese:SSB0038,0,7,0,5,0.0000016602,0.05543317;0.35739186;0.16061109;0.11013681;0.31642706
timbrewm,5,chinese:SSB0038,0,7,0,6,0.0000016602,0.05526601;0.35687965;0.15857576;0.11196051;0.31731806
timbrewm,5,chinese:SSB0038,0,7,1,0,0.0000016592,0.06360835;0.34601355;0.14874845;0.11248747;0.32914218
timbrewm,5,chinese:SSB0038,0,7,1,1,0.0000016602,0.05543317;0.35739186;0.16061109;0.11013681;0.31642706
timbrewm,5,chinese:SSB0038,0,7,1,2,0.0000016602,0.05543317;0.35739186;0.16061109;0.11013681;0.31642706
timbrewm,5,chinese:SSB0038,0,7,1,3,0.0000016602,0.05526601;0.35687965;0.15857576;0.11196051;0.31731806
timbrewm,5,chinese:SSB0038,0,7,1,4,0.0000016602,0.05526601;0.35687965;0.15857576;0.11196051;0.31731806
timbrewm,5,chinese:SSB0038,0,7,1,5,0.0000016582,0.04022825;0.35732997;0.13550987;0.13570096;0.33123095
timbrewm,5,chinese:SSB0038,0,7,1,6,0.0000016601,0.04737710;0.36611700;0.16727810;0.10041535;0.31881246
timbrewm,5,chinese:SSB0038,0,7,2,0,0.0000016592,0.06360835;0.34601355;0.14874845;0.11248747;0.32914218
timbrewm,5,chinese:SSB0038,0,7,2,1,0.0000016602,0.05543317;0.35739186;0.16061109;0.11013681;0.31642706
timbrewm,5,chinese:SSB0038,0,7,2,2,0.0000016582,0.04022825;0.35732997;0.13550987;0.13570096;0.33123095
timbrewm,5,chinese:SSB0038,0,7,2,3,0.0000016602,0.05543317;0.35739186;0.16061109;0.11013681;0.31642706
timbrewm,5,chinese:SSB0038,0,7,2,4,0.0000016600,0.05531489;0.35525804;0.15305236;0.11699868;0.31937603
timbrewm,5,chinese:SSB0038,0,7,2,5,0.0000016600,0.05531489;0.35525804;0.15305236;0.11699868;0.31937603
timbrewm,5,chinese:SSB0038,0,7,2,6,0.0000016602,0.05543317;0.35739186;0.16061109;0.11013681;0.31642706
timbrewm,5,chinese:SSB0038,0,7,3,0,0.0000016592,0.06360835;0.34601355;0.14874845;0.11248747;0.32914218
timbrewm,5,chinese:SSB0038,0,7,3,1,0.0000016602,0.05543317;0.35739186;0.16061109;0.11013681;0.31642706
timbrewm,5,chinese:SSB0038,0,7,3,2,0.0000016601,0.04737710;0.36611700;0.16727810;0.10041535;0.31881246
