model,K,spk,local_t,gi,method,ASR,presence,S_C,margin,PESQ,STOI,SI_SDR,rho_wave,rho_det,cb_margin,cb_shuf_margin
wmcodec,5,chinese:SSB0012,2,11,mean,1,,-16.7514,-15.4975,4.3335,0.9829,12.78,-0.5161,0.2963,-13.1217,-13.1205
wmcodec,5,chinese:SSB0012,2,11,rp,1,,-23.6336,-23.4997,4.0152,0.9752,10.19,-0.5161,0.2963,-13.1217,-13.1205
wmcodec,5,chinese:SSB0012,2,11,random_dirichlet,1,,-16.5149,-16.4366,4.1868,0.9785,11.01,-0.5161,0.2963,-13.1217,-13.1205
wmcodec,5,chinese:SSB0012,2,11,eep,1,,-18.6659,-17.3656,4.0374,0.9741,10.09,-0.5161,0.2963,-13.1217,-13.1205
wmcodec,5,chinese:SSB0012,2,11,fwp,1,,-23.6336,-23.4997,4.0152,0.9752,10.19,-0.5161,0.2963,-13.1217,-13.1205
wmcodec,5,chinese:SSB0012,2,11,dm,1,,-31.5717,-31.5027,4.3500,0.9844,13.21,-0.5161,0.2963,-13.1217,-13.1205
wmcodec,5,chinese:SSB0012,2,11,tct,1,,-13.1646,-13.1217,4.3482,0.9833,12.78,-0.5161,0.2963,-13.1217,-13.1205
wmcodec,5,chinese:SSB0012,2,11,payload_farthest,1,,-18.8447,-18.1143,4.4794,0.9893,15.40,-0.5161,0.2963,-13.1217,-13.1205
wmcodec,5,chinese:SSB0016,0,12,single_copy,0,,-0.0077,4.9069,4.6439,1.0000,132.82,0.1780,-0.2386,-13.3314,-13.3319
wmcodec,5,chinese:SSB0016,0,12,mean,1,,-11.5906,-10.5617,4.3690,0.9848,16.57,0.1780,-0.2386,-13.3314,-13.3319
wmcodec,5,chinese:SSB0016,0,12,rp,1,,-21.5802,-21.2929,4.4493,0.9906,17.68,0.1780,-0.2386,-13.3314,-13.3319
wmcodec,5,chinese:SSB0016,0,12,random_dirichlet,1,,-12.7249,-11.2025,4.2252,0.9773,14.43,0.1780,-0.2386,-13.3314,-13.3319
wmcodec,5,chinese:SSB0016,0,12,eep,1,,-24.8971,-24.7932,4.1529,0.9757,13.43,0.1780,-0.2386,-13.3314,-13.3319
wmcodec,5,chinese:SSB0016,0,12,fwp,1,,-24.8971,-24.7932,4.1529,0.9757,13.43,0.1780,-0.2386,-13.3314,-13.3319
wmcodec,5,chinese:SSB0016,0,12,dm,1,,-16.2653,-16.1556,4.3156,0.9824,15.76,0.1780,-0.2386,-13.3314,-13.3319
wmcodec,5,chinese:SSB0016,0,12,tct,1,,-13.3476,-13.3314,4.1834,0.9776,14.29,0.1780,-0.2386,-13.3314,-13.3319
wmcodec,5,chinese:SSB0016,0,12,payload_farthest,1,,-12.0760,-11.8035,4.3482,0.9899,18.08,0.1780,-0.2386,-13.3314,-13.3319
wmcodec,5,chinese:SSB0016,1,13,single_copy,0,,-0.0022,6.2008,4.6439,1.0000,133.06,-0.7915,0.4420,-18.5526,-18.5526
wmcodec,5,chinese:SSB0016,1,13,mean,1,,-21.1034,-21.0696,4.2545,0.9854,16.33,-0.7915,0.4420,-18.5526,-18.5526
wmcodec,5,chinese:SSB0016,1,13,rp,1,,-7.9573,-7.0584,3.9653,0.9759,13.55,-0.7915,0.4420,-18.5526,-18.5526
wmcodec,5,chinese:SSB0016,1,13,random_dirichlet,0,,-0.2705,1.3758,4.0659,0.9799,13.82,-0.7915,0.4420,-18.5526,-18.5526
wmcodec,5,chinese:SSB0016,1,13,eep,1,,-8.2165,-7.3592,4.3699,0.9906,17.91,-0.7915,0.4420,-18.5526,-18.5526
wmcodec,5,chinese:SSB0016,1,13,fwp,1,,-35.1915,-34.9089,4.0359,0.9747,13.40,-0.7915,0.4420,-18.5526,-18.5526
wmcodec,5,chinese:SSB0016,1,13,dm,1,,-25.8847,-25.8742,4.2154,0.9835,15.69,-0.7915,0.4420,-18.5526,-18.5526
wmcodec,5,chinese:SSB0016,1,13,tct,1,,-18.7808,-18.5526,4.0638,0.9785,13.85,-0.7915,0.4420,-18.5526,-18.5526
wmcodec,5,chinese:SSB0016,1,13,payload_farthest,1,,-12.8571,-12.8401,4.3997,0.9908,18.62,-0.7915,0.4420,-18.5526,-18.5526
wmcodec,5,chinese:SSB0016,2,14,single_copy,0,,-0.0003,8.4281,4.6439,1.0000,133.16,0.7139,-0.5021,0.0979,0.0982
wmcodec,5,chinese:SSB0016,2,14,mean,1,,-13.4207,-12.9015,4.1835,0.9833,15.57,0.7139,-0.5021,0.0979,0.0982
wmcodec,5,chinese:SSB0016,2,14,rp,1,,-18.0992,-17.4296,4.3806,0.9898,17.91,0.7139,-0.5021,0.0979,0.0982
wmcodec,5,chinese:SSB0016,2,14,random_dirichlet,1,,-13.2316,-13.1548,3.8732,0.9764,13.80,0.7139,-0.5021,0.0979,0.0982
wmcodec,5,chinese:SSB0016,2,14,eep,1,,-12.9018,-12.2248,4.3984,0.9901,18.34,0.7139,-0.5021,0.0979,0.0982
wmcodec,5,chinese:SSB0016,2,14,fwp,1,,-22.9454,-22.5348,4.2087,0.9876,17.39,0.7139,-0.5021,0.0979,0.0982
wmcodec,5,chinese:SSB0016,2,14,dm,1,,-17.9462,-17.1160,4.1935,0.9841,15.86,0.7139,-0.5021,0.0979,0.0982
wmcodec,5,chinese:SSB0016,2,14,tct,0,,-0.7008,0.0979,4.4206,0.9911,19.05,0.7139,-0.5021,0.0979,0.0982
wmcodec,5,chinese:SSB0016,2,14,payload_farthest,1,,-22.9454,-22.5348,4.2087,0.9876,17.39,0.7139,-0.5021,0.0979,0.0982
wmcodec,5,chinese:SSB0018,0,15,single_copy,0,,-0.0005,8.3051,4.6439,1.0000,144.30,0.0864,0.5869,-23.0806,-23.0806
wmcodec,5,chinese:SSB0018,0,15,mean,1,,-20.3454,-19.0028,4.3470,0.9865,15.33,0.0864,0.5869,-23.0806,-23.0806
wmcodec,5,chinese:SSB0018,0,15,rp,1,,-18.0280,-17.6943,4.0756,0.9797,12.81,0.0864,0.5869,-23.0806,-23.0806
wmcodec,5,chinese:SSB0018,0,15,random_dirichlet,1,,-20.1299,-19.8092,4.1939,0.9830,13.68,0.0864,0.5869,-23.0806,-23.0806
wmcodec,5,chinese:SSB0018,0,15,eep,1,,-20.5425,-20.1368,4.0661,0.9788,12.66,0.0864,0.5869,-23.0806,-23.0806
wmcodec,5,chinese:SSB0018,0,15,fwp,1,,-25.1321,-24.4949,4.4011,0.9897,17.30,0.0864,0.5869,-23.0806,-23.0806
wmcodec,5,chinese:SSB0018,0,15,dm,1,,-21.8522,-20.5353,4.3617,0.9870,15.59,0.0864,0.5869,-23.0806,-23.0806
wmcodec,5,chinese:SSB0018,0,15,tct,1,,-23.1524,-23.0806,4.3927,0.9881,15.98,0.0864,0.5869,-23.0806,-23.0806
wmcodec,5,chinese:SSB0018,0,15,payload_farthest,1,,-8.8858,-8.4008,4.4504,0.9905,17.46,0.0864,0.5869,-23.0806,-23.0806
wmcodec,5,chinese:SSB0018,1,16,single_copy,1,,-2.9864,-2.7786,4.6439,1.0000,144.31,-0.1723,-0.6018,-5.8701,-5.8701
wmcodec,5,chinese:SSB0018,1,16,mean,1,,-20.6339,-19.6334,4.3380,0.9878,15.06,-0.1723,-0.6018,-5.8701,-5.8701
wmcodec,5,chinese:SSB0018,1,16,rp,1,,-5.0227,-4.3333,4.0416,0.9789,11.70,-0.1723,-0.6018,-5.8701,-5.8701
wmcodec,5,chinese:SSB0018,1,16,random_dirichlet,1,,-14.1536,-13.6210,4.4907,0.9928,17.73,-0.1723,-0.6018,-5.8701,-5.8701
wmcodec,5,chinese:SSB0018,1,16,eep,1,,-5.0227,-4.3333,4.0416,0.9789,11.70,-0.1723,-0.6018,-5.8701,-5.8701
wmcodec,5,chinese:SSB0018,1,16,fwp,1,,-20.9871,-20.8446,4.0222,0.9784,12.09,-0.1723,-0.6018,-5.8701,-5.8701
wmcodec,5,chinese:SSB0018,1,16,dm,1,,-14.5875,-13.0649,4.3121,0.9869,14.87,-0.1723,-0.6018,-5.8701,-5.8701
wmcodec,5,chinese:SSB0018,1,16,tct,1,,-6.1880,-5.8701,4.2994,0.9872,14.68,-0.1723,-0.6018,-5.8701,-5.8701
wmcodec,5,chinese:SSB0018,1,16,payload_farthest,1,,-9.4500,-8.2554,4.3996,0.9909,16.99,-0.1723,-0.6018,-5.8701,-5.8701
wmcodec,5,chinese:SSB0018,2,17,single_copy,0,,-0.4744,1.1311,4.6439,1.0000,144.13,-0.4051,-0.0712,-12.0365,-12.0368
wmcodec,5,chinese:SSB0018,2,17,mean,1,,-25.1361,-24.9208,4.3784,0.9887,15.42,-0.4051,-0.0712,-12.0365,-12.0368
wmcodec,5,chinese:SSB0018,2,17,rp,1,,-14.9242,-14.3626,4.1585,0.9836,12.99,-0.4051,-0.0712,-12.0365,-12.0368
wmcodec,5,chinese:SSB0018,2,17,random_dirichlet,1,,-15.1081,-14.6105,4.4076,0.9900,15.89,-0.4051,-0.0712,-12.0365,-12.0368
wmcodec,5,chinese:SSB0018,2,17,eep,1,,-15.1448,-14.5473,4.4670,0.9906,17.47,-0.4051,-0.0712,-12.0365,-12.0368
wmcodec,5,chinese:SSB0018,2,17,fwp,1,,-28.8056,-28.1226,4.4049,0.9893,16.32,-0.4051,-0.0712,-12.0365,-12.0368
wmcodec,5,chinese:SSB0018,2,17,dm,1,,-26.2678,-25.3440,4.3548,0.9879,15.17,-0.4051,-0.0712,-12.0365,-12.0368
wmcodec,5,chinese:SSB0018,2,17,tct,1,,-13.6825,-12.0365,4.3140,0.9861,14.39,-0.4051,-0.0712,-12.0365,-12.0368
wmcodec,5,chinese:SSB0018,2,17,payload_farthest,1,,-17.2221,-17.1002,4.4766,0.9923,18.29,-0.4051,-0.0712,-12.0365,-12.0368
wmcodec,5,chinese:SSB0033,0,18,single_copy,0,,-0.0062,5.1330,4.6439,1.0000,147.84,0.1247,0.4992,-10.9764,-10.9767
