model,K,spk,local_t,gi,method,block_seconds,fade_seconds,selection_rule,ASR,R3_escape,R5_escape,NAC,PESQ,STOI,SI_SDR
timbrewm,5,chinese:SSB0395,0,47,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,0,0,0.9000,4.2311,0.9928,29.53
timbrewm,5,chinese:SSB0407,0,48,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.5786,0.9967,34.55
timbrewm,5,chinese:SSB0407,0,48,fwp,2.0,0.02,blockwise_max_pair_mse,1,0,0,0.9000,4.4322,0.9917,30.63
timbrewm,5,chinese:SSB0407,0,48,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.4367,0.9922,30.40
timbrewm,5,chinese:SSB0407,0,48,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.4367,0.9922,30.40
timbrewm,5,chinese:SSB0407,0,48,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.5022,0.9968,34.48
timbrewm,5,chinese:SSB0407,0,48,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.3583,0.9951,30.49
timbrewm,5,chinese:SSB0407,0,48,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.3468,0.9951,30.51
timbrewm,5,chinese:SSB0407,0,48,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.4757,0.9945,32.39
timbrewm,5,chinese:SSB0415,0,49,mean,2.0,0.02,blockwise_max_pair_mse,1,0,0,0.9000,4.5729,0.9970,33.04
timbrewm,5,chinese:SSB0415,0,49,fwp,2.0,0.02,blockwise_max_pair_mse,0,0,0,1.0000,4.5636,0.9978,34.09
timbrewm,5,chinese:SSB0415,0,49,rp,2.0,0.02,blockwise_max_pair_mse,0,0,0,1.0000,4.5636,0.9978,34.09
timbrewm,5,chinese:SSB0415,0,49,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.4636,0.9940,30.08
timbrewm,5,chinese:SSB0415,0,49,median,2.0,0.02,blockwise_max_pair_mse,1,0,0,0.9000,4.4966,0.9964,32.18
timbrewm,5,chinese:SSB0415,0,49,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.9000,4.4581,0.9957,30.86
timbrewm,5,chinese:SSB0415,0,49,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.9000,4.4592,0.9957,30.82
timbrewm,5,chinese:SSB0415,0,49,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,0,0,0,1.0000,4.5636,0.9978,34.09
