model,K,spk,local_t,gi,method,block_seconds,fade_seconds,selection_rule,ASR,R3_escape,R5_escape,NAC,PESQ,STOI,SI_SDR
timbrewm,5,chinese:SSB0009,0,1,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.6028,0.9985,31.01
timbrewm,5,chinese:SSB0011,0,2,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.9000,4.5166,0.9945,29.77
timbrewm,5,chinese:SSB0011,0,2,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6000,4.5126,0.9957,30.27
timbrewm,5,chinese:SSB0011,0,2,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.1292,0.9862,25.41
timbrewm,5,chinese:SSB0011,0,2,eep,2.0,0.02,blockwise_max_pair_mse,1,0,0,0.9000,4.5523,0.9969,32.78
timbrewm,5,chinese:SSB0011,0,2,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.9000,4.2890,0.9939,29.51
timbrewm,5,chinese:SSB0011,0,2,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.2004,0.9920,27.09
timbrewm,5,chinese:SSB0011,0,2,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.9000,4.1896,0.9923,27.14
timbrewm,5,chinese:SSB0011,0,2,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6000,4.5126,0.9957,30.27
timbrewm,5,chinese:SSB0012,0,3,mean,2.0,0.02,blockwise_max_pair_mse,1,1,0,0.9000,4.5452,0.9973,33.32
timbrewm,5,chinese:SSB0012,0,3,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.9000,4.5776,0.9980,34.08
timbrewm,5,chinese:SSB0012,0,3,rp,2.0,0.02,blockwise_max_pair_mse,0,0,0,1.0000,4.6158,0.9984,35.13
timbrewm,5,chinese:SSB0012,0,3,eep,2.0,0.02,blockwise_max_pair_mse,1,0,0,0.9000,4.4851,0.9979,35.04
timbrewm,5,chinese:SSB0012,0,3,median,2.0,0.02,blockwise_max_pair_mse,1,0,0,0.9000,4.5151,0.9971,33.04
timbrewm,5,chinese:SSB0012,0,3,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,0,0.9000,4.3300,0.9959,30.50
timbrewm,5,chinese:SSB0012,0,3,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.9000,4.3481,0.9958,30.51
timbrewm,5,chinese:SSB0012,0,3,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,0,0,0.9000,4.5386,0.9974,32.46
timbrewm,5,chinese:SSB0016,0,4,mean,2.0,0.02,blockwise_max_pair_mse,1,0,0,0.9000,4.3987,0.9896,24.34
timbrewm,5,chinese:SSB0016,0,4,fwp,2.0,0.02,blockwise_max_pair_mse,0,0,0,1.0000,4.3693,0.9938,25.47
timbrewm,5,chinese:SSB0016,0,4,rp,2.0,0.02,blockwise_max_pair_mse,1,0,0,0.9000,4.5498,0.9951,27.28
timbrewm,5,chinese:SSB0016,0,4,eep,2.0,0.02,blockwise_max_pair_mse,1,1,0,0.9000,4.1955,0.9844,22.45
timbrewm,5,chinese:SSB0016,0,4,median,2.0,0.02,blockwise_max_pair_mse,1,0,0,0.9000,4.1112,0.9869,23.66
timbrewm,5,chinese:SSB0016,0,4,minimum,2.0,0.02,blockwise_max_pair_mse,1,0,0,0.9000,3.9527,0.9868,22.07
timbrewm,5,chinese:SSB0016,0,4,maximum,2.0,0.02,blockwise_max_pair_mse,1,0,0,0.9000,3.9514,0.9869,22.11
timbrewm,5,chinese:SSB0016,0,4,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,0,0,0,1.0000,4.3693,0.9938,25.47
timbrewm,5,chinese:SSB0018,0,5,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.9000,4.5425,0.9969,33.68
timbrewm,5,chinese:SSB0018,0,5,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7000,4.5063,0.9973,35.00
timbrewm,5,chinese:SSB0018,0,5,rp,2.0,0.02,blockwise_max_pair_mse,0,0,0,1.0000,4.3903,0.9934,30.80
timbrewm,5,chinese:SSB0018,0,5,eep,2.0,0.02,blockwise_max_pair_mse,1,1,0,0.9000,4.3671,0.9934,30.23
timbrewm,5,chinese:SSB0018,0,5,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.9000,4.4328,0.9968,33.27
timbrewm,5,chinese:SSB0018,0,5,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.3285,0.9955,30.97
timbrewm,5,chinese:SSB0018,0,5,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.3246,0.9956,30.96
timbrewm,5,chinese:SSB0018,0,5,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.4979,0.9969,34.37
timbrewm,5,chinese:SSB0033,0,6,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.9000,4.5256,0.9982,36.00
timbrewm,5,chinese:SSB0033,0,6,fwp,2.0,0.02,blockwise_max_pair_mse,0,0,0,1.0000,4.5156,0.9984,36.94
timbrewm,5,chinese:SSB0033,0,6,rp,2.0,0.02,blockwise_max_pair_mse,1,1,0,0.8000,4.5987,0.9989,39.01
timbrewm,5,chinese:SSB0033,0,6,eep,2.0,0.02,blockwise_max_pair_mse,1,0,0,0.9000,4.3664,0.9957,32.94
timbrewm,5,chinese:SSB0033,0,6,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.9000,4.4966,0.9981,35.69
timbrewm,5,chinese:SSB0033,0,6,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.4538,0.9975,33.20
timbrewm,5,chinese:SSB0033,0,6,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.4590,0.9976,33.20
timbrewm,5,chinese:SSB0033,0,6,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,0,0,0,1.0000,4.4996,0.9982,36.08
timbrewm,5,chinese:SSB0038,0,7,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7000,4.6068,0.9969,32.76
timbrewm,5,chinese:SSB0038,0,7,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7000,4.5848,0.9961,31.76
timbrewm,5,chinese:SSB0038,0,7,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6000,4.5965,0.9980,34.03
timbrewm,5,chinese:SSB0038,0,7,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7000,4.5848,0.9961,31.76
timbrewm,5,chinese:SSB0038,0,7,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7000,4.5326,0.9966,32.12
timbrewm,5,chinese:SSB0038,0,7,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7000,4.4284,0.9956,29.68
timbrewm,5,chinese:SSB0038,0,7,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7000,4.4288,0.9960,29.73
timbrewm,5,chinese:SSB0038,0,7,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7000,4.5848,0.9961,31.76
timbrewm,5,chinese:SSB0043,0,8,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.4844,0.9958,30.52
timbrewm,5,chinese:SSB0043,0,8,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.1921,0.9920,27.27
timbrewm,5,chinese:SSB0043,0,8,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.9000,4.0094,0.9893,26.05
timbrewm,5,chinese:SSB0043,0,8,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.9000,4.0094,0.9893,26.05
timbrewm,5,chinese:SSB0043,0,8,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.2777,0.9950,30.37
timbrewm,5,chinese:SSB0043,0,8,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.0742,0.9911,26.73
timbrewm,5,chinese:SSB0043,0,8,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.0560,0.9907,26.70
timbrewm,5,chinese:SSB0043,0,8,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.1921,0.9920,27.27
timbrewm,5,chinese:SSB0057,0,9,mean,2.0,0.02,blockwise_max_pair_mse,0,0,0,1.0000,4.5588,0.9969,33.24
timbrewm,5,chinese:SSB0057,0,9,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6000,4.5854,0.9979,34.93
timbrewm,5,chinese:SSB0057,0,9,rp,2.0,0.02,blockwise_max_pair_mse,1,0,0,0.9000,4.5001,0.9948,30.87
timbrewm,5,chinese:SSB0057,0,9,eep,2.0,0.02,blockwise_max_pair_mse,1,0,0,0.9000,4.5001,0.9948,30.87
timbrewm,5,chinese:SSB0057,0,9,median,2.0,0.02,blockwise_max_pair_mse,0,0,0,1.0000,4.5044,0.9949,32.37
timbrewm,5,chinese:SSB0057,0,9,minimum,2.0,0.02,blockwise_max_pair_mse,0,0,0,1.0000,4.4147,0.9927,31.26
timbrewm,5,chinese:SSB0057,0,9,maximum,2.0,0.02,blockwise_max_pair_mse,1,0,0,0.9000,4.4307,0.9928,31.28
timbrewm,5,chinese:SSB0057,0,9,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.6000,4.5854,0.9979,34.93
timbrewm,5,chinese:SSB0073,0,10,mean,2.0,0.02,blockwise_max_pair_mse,1,0,0,0.9000,4.6039,0.9988,35.55
timbrewm,5,chinese:SSB0073,0,10,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,0,0.9000,4.5053,0.9965,31.51
timbrewm,5,chinese:SSB0073,0,10,rp,2.0,0.02,blockwise_max_pair_mse,1,1,0,0.9000,4.5936,0.9987,35.16
timbrewm,5,chinese:SSB0073,0,10,eep,2.0,0.02,blockwise_max_pair_mse,1,1,0,0.9000,4.5053,0.9965,31.51
timbrewm,5,chinese:SSB0073,0,10,median,2.0,0.02,blockwise_max_pair_mse,0,0,0,1.0000,4.5260,0.9988,35.67
timbrewm,5,chinese:SSB0073,0,10,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.4628,0.9981,31.19
timbrewm,5,chinese:SSB0073,0,10,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.4639,0.9979,31.19
timbrewm,5,chinese:SSB0073,0,10,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,0,0,0.9000,4.5424,0.9973,32.14
timbrewm,5,chinese:SSB0080,0,11,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.4324,0.9955,30.87
timbrewm,5,chinese:SSB0080,0,11,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.2092,0.9965,30.29
timbrewm,5,chinese:SSB0080,0,11,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7000,4.5288,0.9960,32.65
timbrewm,5,chinese:SSB0080,0,11,eep,2.0,0.02,blockwise_max_pair_mse,1,1,0,0.8000,4.1538,0.9920,27.90
timbrewm,5,chinese:SSB0080,0,11,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.4294,0.9942,30.94
timbrewm,5,chinese:SSB0080,0,11,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.0681,0.9890,27.45
timbrewm,5,chinese:SSB0080,0,11,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.0714,0.9888,27.44
timbrewm,5,chinese:SSB0080,0,11,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,0,0,0,1.0000,4.1659,0.9929,28.96
timbrewm,5,chinese:SSB0112,0,12,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.9000,4.5733,0.9966,28.77
timbrewm,5,chinese:SSB0112,0,12,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7000,4.5149,0.9942,26.32
timbrewm,5,chinese:SSB0112,0,12,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7000,4.5967,0.9975,30.34
timbrewm,5,chinese:SSB0112,0,12,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7000,4.5149,0.9942,26.32
timbrewm,5,chinese:SSB0112,0,12,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.9000,4.5006,0.9965,28.55
timbrewm,5,chinese:SSB0112,0,12,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.3367,0.9951,25.44
timbrewm,5,chinese:SSB0112,0,12,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7000,4.3413,0.9950,25.40
timbrewm,5,chinese:SSB0112,0,12,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7000,4.5149,0.9942,26.32
timbrewm,5,chinese:SSB0122,0,13,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.5511,0.9987,34.10
timbrewm,5,chinese:SSB0122,0,13,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.4946,0.9982,32.16
timbrewm,5,chinese:SSB0122,0,13,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.4946,0.9982,32.16
timbrewm,5,chinese:SSB0122,0,13,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.4946,0.9982,32.16
timbrewm,5,chinese:SSB0122,0,13,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.5555,0.9987,34.02
timbrewm,5,chinese:SSB0122,0,13,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7000,4.4289,0.9980,30.44
timbrewm,5,chinese:SSB0122,0,13,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7000,4.4301,0.9980,30.41
timbrewm,5,chinese:SSB0122,0,13,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.4916,0.9980,31.88
timbrewm,5,chinese:SSB0133,0,14,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.4936,0.9942,29.05
timbrewm,5,chinese:SSB0133,0,14,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.5621,0.9966,31.23
timbrewm,5,chinese:SSB0133,0,14,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7000,4.3092,0.9892,26.09
timbrewm,5,chinese:SSB0133,0,14,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7000,4.3092,0.9892,26.09
timbrewm,5,chinese:SSB0133,0,14,median,2.0,0.02,blockwise_max_pair_mse,1,1,0,0.9000,4.4443,0.9933,28.43
timbrewm,5,chinese:SSB0133,0,14,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.9000,4.3836,0.9926,26.68
timbrewm,5,chinese:SSB0133,0,14,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.3759,0.9929,26.66
timbrewm,5,chinese:SSB0133,0,14,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.4877,0.9963,30.13
timbrewm,5,chinese:SSB0139,0,15,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.5915,0.9990,35.39
timbrewm,5,chinese:SSB0139,0,15,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7000,4.5356,0.9984,33.55
timbrewm,5,chinese:SSB0139,0,15,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.9000,4.4186,0.9973,30.96
timbrewm,5,chinese:SSB0139,0,15,eep,2.0,0.02,blockwise_max_pair_mse,1,0,0,0.9000,4.5174,0.9982,32.88
timbrewm,5,chinese:SSB0139,0,15,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.9000,4.4610,0.9990,35.17
timbrewm,5,chinese:SSB0139,0,15,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.3525,0.9986,31.90
timbrewm,5,chinese:SSB0139,0,15,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.3482,0.9986,31.88
timbrewm,5,chinese:SSB0139,0,15,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,0,0,0.9000,4.5462,0.9987,34.03
timbrewm,5,chinese:SSB0145,0,16,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.4832,0.9975,29.83
timbrewm,5,chinese:SSB0145,0,16,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.3877,0.9958,27.23
timbrewm,5,chinese:SSB0145,0,16,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.3877,0.9958,27.23
timbrewm,5,chinese:SSB0145,0,16,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.4998,0.9985,31.71
timbrewm,5,chinese:SSB0145,0,16,median,2.0,0.02,blockwise_max_pair_mse,1,1,0,0.9000,4.4541,0.9972,29.28
timbrewm,5,chinese:SSB0145,0,16,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,0,0.9000,4.4436,0.9970,27.68
timbrewm,5,chinese:SSB0145,0,16,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.9000,4.4394,0.9969,27.66
timbrewm,5,chinese:SSB0145,0,16,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.4324,0.9966,28.25
timbrewm,5,chinese:SSB0149,0,17,mean,2.0,0.02,blockwise_max_pair_mse,0,0,0,1.0000,4.4666,0.9971,32.36
timbrewm,5,chinese:SSB0149,0,17,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.9000,4.2200,0.9949,29.08
timbrewm,5,chinese:SSB0149,0,17,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7000,4.3640,0.9985,33.71
timbrewm,5,chinese:SSB0149,0,17,eep,2.0,0.02,blockwise_max_pair_mse,0,0,0,1.0000,4.3631,0.9946,29.73
timbrewm,5,chinese:SSB0149,0,17,median,2.0,0.02,blockwise_max_pair_mse,0,0,0,1.0000,4.3880,0.9966,32.06
timbrewm,5,chinese:SSB0149,0,17,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,0,0.9000,4.1995,0.9959,28.72
timbrewm,5,chinese:SSB0149,0,17,maximum,2.0,0.02,blockwise_max_pair_mse,1,0,0,0.9000,4.2011,0.9956,28.74
timbrewm,5,chinese:SSB0149,0,17,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.9000,4.2200,0.9949,29.08
timbrewm,5,chinese:SSB0193,0,18,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.5130,0.9937,27.19
timbrewm,5,chinese:SSB0193,0,18,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7000,4.4483,0.9961,28.86
timbrewm,5,chinese:SSB0193,0,18,rp,2.0,0.02,blockwise_max_pair_mse,1,1,0,0.9000,4.3612,0.9880,24.59
timbrewm,5,chinese:SSB0193,0,18,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.5259,0.9965,29.73
timbrewm,5,chinese:SSB0193,0,18,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.3869,0.9929,26.58
timbrewm,5,chinese:SSB0193,0,18,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.1993,0.9902,25.07
timbrewm,5,chinese:SSB0193,0,18,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.2096,0.9909,25.07
timbrewm,5,chinese:SSB0193,0,18,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7000,4.4483,0.9961,28.86
timbrewm,5,chinese:SSB0197,0,19,mean,2.0,0.02,blockwise_max_pair_mse,1,1,0,0.9000,4.4697,0.9908,24.18
timbrewm,5,chinese:SSB0197,0,19,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.4013,0.9934,25.94
timbrewm,5,chinese:SSB0197,0,19,rp,2.0,0.02,blockwise_max_pair_mse,1,1,0,0.9000,4.3679,0.9847,21.88
timbrewm,5,chinese:SSB0197,0,19,eep,2.0,0.02,blockwise_max_pair_mse,1,0,0,0.9000,4.1663,0.9824,21.32
timbrewm,5,chinese:SSB0197,0,19,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.9000,4.3391,0.9884,23.48
timbrewm,5,chinese:SSB0197,0,19,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.2025,0.9858,22.21
timbrewm,5,chinese:SSB0197,0,19,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.2124,0.9859,22.22
timbrewm,5,chinese:SSB0197,0,19,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.4038,0.9930,25.41
timbrewm,5,chinese:SSB0200,0,20,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.5129,0.9970,28.53
timbrewm,5,chinese:SSB0200,0,20,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.9000,4.4188,0.9948,26.05
timbrewm,5,chinese:SSB0200,0,20,rp,2.0,0.02,blockwise_max_pair_mse,0,0,0,1.0000,4.5648,0.9982,31.11
timbrewm,5,chinese:SSB0200,0,20,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7000,4.3269,0.9945,26.14
timbrewm,5,chinese:SSB0200,0,20,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.3964,0.9967,28.28
timbrewm,5,chinese:SSB0200,0,20,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.3101,0.9951,25.44
timbrewm,5,chinese:SSB0200,0,20,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.2759,0.9951,25.50
timbrewm,5,chinese:SSB0200,0,20,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,0,0,0,1.0000,4.4479,0.9954,26.95
timbrewm,5,chinese:SSB0241,0,21,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.5851,0.9986,33.08
timbrewm,5,chinese:SSB0241,0,21,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7000,4.5963,0.9988,33.96
timbrewm,5,chinese:SSB0241,0,21,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.5147,0.9976,30.73
timbrewm,5,chinese:SSB0241,0,21,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.5643,0.9987,32.03
timbrewm,5,chinese:SSB0241,0,21,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.5393,0.9983,32.61
timbrewm,5,chinese:SSB0241,0,21,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.4228,0.9975,30.20
timbrewm,5,chinese:SSB0241,0,21,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.4239,0.9978,30.20
timbrewm,5,chinese:SSB0241,0,21,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7000,4.5963,0.9988,33.96
timbrewm,5,chinese:SSB0246,0,22,mean,2.0,0.02,blockwise_max_pair_mse,1,0,0,0.9000,4.5511,0.9973,31.57
timbrewm,5,chinese:SSB0246,0,22,fwp,2.0,0.02,blockwise_max_pair_mse,1,0,0,0.9000,4.5325,0.9974,31.29
timbrewm,5,chinese:SSB0246,0,22,rp,2.0,0.02,blockwise_max_pair_mse,1,0,0,0.9000,4.5196,0.9962,29.90
timbrewm,5,chinese:SSB0246,0,22,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.4636,0.9949,28.61
timbrewm,5,chinese:SSB0246,0,22,median,2.0,0.02,blockwise_max_pair_mse,1,0,0,0.9000,4.5256,0.9972,31.51
timbrewm,5,chinese:SSB0246,0,22,minimum,2.0,0.02,blockwise_max_pair_mse,1,0,0,0.9000,4.4097,0.9966,28.59
timbrewm,5,chinese:SSB0246,0,22,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,0,0.9000,4.4050,0.9963,28.54
timbrewm,5,chinese:SSB0246,0,22,block_fwp50_smooth,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.4828,0.9960,29.57
timbrewm,5,chinese:SSB0261,0,23,mean,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.4444,0.9957,28.93
timbrewm,5,chinese:SSB0261,0,23,fwp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7000,4.4802,0.9981,31.23
timbrewm,5,chinese:SSB0261,0,23,rp,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.3016,0.9945,26.74
timbrewm,5,chinese:SSB0261,0,23,eep,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.7000,4.4455,0.9963,31.36
timbrewm,5,chinese:SSB0261,0,23,median,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.9000,4.3705,0.9950,28.26
timbrewm,5,chinese:SSB0261,0,23,minimum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.3490,0.9940,26.95
timbrewm,5,chinese:SSB0261,0,23,maximum,2.0,0.02,blockwise_max_pair_mse,1,1,1,0.8000,4.3516,0.9943,26.97
