model,k,trial_id,condition,decoded_payload,bit_count,minimum_confidence,weakest_bit_index,source_path,target_rank,confidence_source
wmcodec,8,82,single,47428,16,0.9997707605,6,dataset/collusion_300/chinese/SSB0288/chinese_SSB0288_02.wav,,native decoder bit marginal
wmcodec,8,82,targeted,60002,16,0.9913807102,3,dataset/collusion_300/chinese/SSB0288/chinese_SSB0288_02.wav,3,native decoder bit marginal
wmcodec,8,82,average,52333,16,0.5490460098,9,dataset/collusion_300/chinese/SSB0288/chinese_SSB0288_02.wav,,native decoder bit marginal
wmcodec,8,83,single,52098,16,0.9992452494,2,dataset/collusion_300/chinese/SSB0288/chinese_SSB0288_03.wav,,native decoder bit marginal
wmcodec,8,83,average,7157,16,0.6182569265,6,dataset/collusion_300/chinese/SSB0288/chinese_SSB0288_03.wav,,native decoder bit marginal
wmcodec,8,84,single,41738,16,0.9995363355,1,dataset/collusion_300/chinese/SSB0299/chinese_SSB0299_01.wav,,native decoder bit marginal
wmcodec,8,84,average,56941,16,0.7995288372,4,dataset/collusion_300/chinese/SSB0299/chinese_SSB0299_01.wav,,native decoder bit marginal
wmcodec,8,85,single,19051,16,0.9982166314,4,dataset/collusion_300/chinese/SSB0299/chinese_SSB0299_02.wav,,native decoder bit marginal
wmcodec,8,85,average,41068,16,0.7194881439,13,dataset/collusion_300/chinese/SSB0299/chinese_SSB0299_02.wav,,native decoder bit marginal
wmcodec,8,86,single,65234,16,0.7400712371,2,dataset/collusion_300/chinese/SSB0299/chinese_SSB0299_03.wav,,native decoder bit marginal
wmcodec,8,86,average,15966,16,0.5454260111,12,dataset/collusion_300/chinese/SSB0299/chinese_SSB0299_03.wav,,native decoder bit marginal
wmcodec,8,87,single,16453,16,0.9984070659,6,dataset/collusion_300/chinese/SSB0307/chinese_SSB0307_01.wav,,native decoder bit marginal
wmcodec,8,87,average,7859,16,0.7901682854,9,dataset/collusion_300/chinese/SSB0307/chinese_SSB0307_01.wav,,native decoder bit marginal
wmcodec,8,88,single,43698,16,0.8749155402,13,dataset/collusion_300/chinese/SSB0307/chinese_SSB0307_02.wav,,native decoder bit marginal
wmcodec,8,88,average,26045,16,0.5078731775,5,dataset/collusion_300/chinese/SSB0307/chinese_SSB0307_02.wav,,native decoder bit marginal
wmcodec,8,89,single,25205,16,0.9979380369,2,dataset/collusion_300/chinese/SSB0307/chinese_SSB0307_03.wav,,native decoder bit marginal
wmcodec,8,89,average,55381,16,0.7412495613,14,dataset/collusion_300/chinese/SSB0307/chinese_SSB0307_03.wav,,native decoder bit marginal
wmcodec,8,90,single,42168,16,0.9851936102,3,dataset/collusion_300/chinese/SSB0309/chinese_SSB0309_01.wav,,native decoder bit marginal
wmcodec,8,90,targeted,42536,16,0.9648811966,7,dataset/collusion_300/chinese/SSB0309/chinese_SSB0309_01.wav,3,native decoder bit marginal
wmcodec,8,90,average,26101,16,0.7043200731,6,dataset/collusion_300/chinese/SSB0309/chinese_SSB0309_01.wav,,native decoder bit marginal
wmcodec,8,91,single,44170,16,0.9881401062,1,dataset/collusion_300/chinese/SSB0309/chinese_SSB0309_02.wav,,native decoder bit marginal
wmcodec,8,91,average,24960,16,0.3381314278,14,dataset/collusion_300/chinese/SSB0309/chinese_SSB0309_02.wav,,native decoder bit marginal
wmcodec,8,92,single,35761,16,0.9934305935,3,dataset/collusion_300/chinese/SSB0309/chinese_SSB0309_03.wav,,native decoder bit marginal
wmcodec,8,92,average,3005,16,0.5039241910,5,dataset/collusion_300/chinese/SSB0309/chinese_SSB0309_03.wav,,native decoder bit marginal
wmcodec,8,93,single,23525,16,0.9998917888,4,dataset/collusion_300/chinese/SSB0315/chinese_SSB0315_01.wav,,native decoder bit marginal
wmcodec,8,93,targeted,15349,16,0.8680332899,11,dataset/collusion_300/chinese/SSB0315/chinese_SSB0315_01.wav,6,native decoder bit marginal
wmcodec,8,93,average,35694,16,0.6373332441,4,dataset/collusion_300/chinese/SSB0315/chinese_SSB0315_01.wav,,native decoder bit marginal
wmcodec,8,94,single,38434,16,0.9639103226,2,dataset/collusion_300/chinese/SSB0315/chinese_SSB0315_02.wav,,native decoder bit marginal
wmcodec,8,94,average,29600,16,0.6468904018,2,dataset/collusion_300/chinese/SSB0315/chinese_SSB0315_02.wav,,native decoder bit marginal
wmcodec,8,95,single,10644,16,0.9926832514,5,dataset/collusion_300/chinese/SSB0315/chinese_SSB0315_03.wav,,native decoder bit marginal
wmcodec,8,95,average,1269,16,0.8116053343,2,dataset/collusion_300/chinese/SSB0315/chinese_SSB0315_03.wav,,native decoder bit marginal
wmcodec,8,96,single,43889,16,0.9792863131,3,dataset/collusion_300/chinese/SSB0316/chinese_SSB0316_01.wav,,native decoder bit marginal
wmcodec,8,96,average,40273,16,0.5648024082,12,dataset/collusion_300/chinese/SSB0316/chinese_SSB0316_01.wav,,native decoder bit marginal
wmcodec,8,97,single,31157,16,0.9996688962,2,dataset/collusion_300/chinese/SSB0316/chinese_SSB0316_02.wav,,native decoder bit marginal
wmcodec,8,97,average,58453,16,0.6714127958,3,dataset/collusion_300/chinese/SSB0316/chinese_SSB0316_02.wav,,native decoder bit marginal
wmcodec,8,98,single,62491,16,0.9982085496,6,dataset/collusion_300/chinese/SSB0316/chinese_SSB0316_03.wav,,native decoder bit marginal
wmcodec,8,98,targeted,13573,16,0.9218272418,6,dataset/collusion_300/chinese/SSB0316/chinese_SSB0316_03.wav,6,native decoder bit marginal
wmcodec,8,98,average,7021,16,0.5392009318,15,dataset/collusion_300/chinese/SSB0316/chinese_SSB0316_03.wav,,native decoder bit marginal
wmcodec,8,99,single,24408,16,0.9984929221,13,dataset/collusion_300/chinese/SSB0323/chinese_SSB0323_01.wav,,native decoder bit marginal
wmcodec,8,99,average,17328,16,0.4347413778,13,dataset/collusion_300/chinese/SSB0323/chinese_SSB0323_01.wav,,native decoder bit marginal
wmcodec,8,100,single,30968,16,0.9918659329,3,dataset/collusion_300/chinese/SSB0323/chinese_SSB0323_02.wav,,native decoder bit marginal
wmcodec,8,100,average,28261,16,0.5800287127,9,dataset/collusion_300/chinese/SSB0323/chinese_SSB0323_02.wav,,native decoder bit marginal
