model,K,trial_id,condition,identity,nbits,min_bit_confidence,weakest_bit,source_path,target_rank,confidence_kind
voicemark,8,144,uniform_collusion,63550,16,0.8625922799,14,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0407/chinese_SSB0407_01.wav,,native decoder bit marginal
voicemark,8,145,benign_copy,8968,16,0.9993193612,11,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0407/chinese_SSB0407_02.wav,,native decoder bit marginal
voicemark,8,145,uniform_collusion,7481,16,0.9196954966,11,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0407/chinese_SSB0407_02.wav,,native decoder bit marginal
voicemark,8,146,benign_copy,47185,16,0.9992458950,10,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0407/chinese_SSB0407_03.wav,,native decoder bit marginal
voicemark,8,146,uniform_collusion,47687,16,0.9077078551,14,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0407/chinese_SSB0407_03.wav,,native decoder bit marginal
voicemark,8,147,benign_copy,57457,16,0.9676540270,11,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0415/chinese_SSB0415_01.wav,,native decoder bit marginal
voicemark,8,147,uniform_collusion,6967,16,0.5494623780,11,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0415/chinese_SSB0415_01.wav,,native decoder bit marginal
voicemark,8,148,benign_copy,59640,16,0.9998149462,9,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0415/chinese_SSB0415_02.wav,,native decoder bit marginal
voicemark,8,148,uniform_collusion,7159,16,0.8734085560,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0415/chinese_SSB0415_02.wav,,native decoder bit marginal
voicemark,8,149,benign_copy,11928,16,0.9999111355,8,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0415/chinese_SSB0415_03.wav,,native decoder bit marginal
voicemark,8,149,uniform_collusion,7486,16,0.9965534001,0,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0415/chinese_SSB0415_03.wav,,native decoder bit marginal
