model,k,trial_id,condition,decoded_payload,bit_count,minimum_confidence,weakest_bit_index,source_path,target_rank,confidence_source
wavmark,8,33,targeted,22946,16,0.8200000000,2,dataset/collusion_300/chinese/SSB0080/chinese_SSB0080_01.wav,3,valid-window vote fraction
wavmark,8,33,average,57517,16,0.6538461538,12,dataset/collusion_300/chinese/SSB0080/chinese_SSB0080_01.wav,,valid-window vote fraction (proxy)
wavmark,8,34,single,51460,16,1.0000000000,0,dataset/collusion_300/chinese/SSB0080/chinese_SSB0080_02.wav,,valid-window vote fraction
wavmark,8,34,targeted,55403,16,0.6666666667,13,dataset/collusion_300/chinese/SSB0080/chinese_SSB0080_02.wav,1,valid-window vote fraction
wavmark,8,34,average,60647,16,0.6153846154,6,dataset/collusion_300/chinese/SSB0080/chinese_SSB0080_02.wav,,valid-window vote fraction (proxy)
wavmark,8,35,single,980,16,0.9361702128,1,dataset/collusion_300/chinese/SSB0080/chinese_SSB0080_03.wav,,valid-window vote fraction
wavmark,8,35,targeted,53029,16,0.5555555556,13,dataset/collusion_300/chinese/SSB0080/chinese_SSB0080_03.wav,1,valid-window vote fraction
wavmark,8,35,average,27637,16,0.5490196078,11,dataset/collusion_300/chinese/SSB0080/chinese_SSB0080_03.wav,,valid-window vote fraction (proxy)
wavmark,8,36,single,9844,16,0.9777777778,1,dataset/collusion_300/chinese/SSB0112/chinese_SSB0112_01.wav,,valid-window vote fraction
wavmark,8,36,targeted,58672,16,0.9333333333,12,dataset/collusion_300/chinese/SSB0112/chinese_SSB0112_01.wav,4,valid-window vote fraction
wavmark,8,36,average,42771,16,0.5769230769,5,dataset/collusion_300/chinese/SSB0112/chinese_SSB0112_01.wav,,valid-window vote fraction (proxy)
wavmark,8,37,single,42081,16,1.0000000000,0,dataset/collusion_300/chinese/SSB0112/chinese_SSB0112_02.wav,,valid-window vote fraction
wavmark,8,37,targeted,168,16,0.8800000000,1,dataset/collusion_300/chinese/SSB0112/chinese_SSB0112_02.wav,1,valid-window vote fraction
wavmark,8,37,average,9471,16,0.5000000000,13,dataset/collusion_300/chinese/SSB0112/chinese_SSB0112_02.wav,,valid-window vote fraction (proxy)
wavmark,8,38,single,56305,16,1.0000000000,0,dataset/collusion_300/chinese/SSB0112/chinese_SSB0112_03.wav,,valid-window vote fraction
wavmark,8,38,targeted,64497,16,0.7954545455,2,dataset/collusion_300/chinese/SSB0112/chinese_SSB0112_03.wav,2,valid-window vote fraction
wavmark,8,38,average,44499,16,0.5000000000,6,dataset/collusion_300/chinese/SSB0112/chinese_SSB0112_03.wav,,valid-window vote fraction (proxy)
wavmark,8,39,single,10346,16,0.9285714286,0,dataset/collusion_300/chinese/SSB0122/chinese_SSB0122_01.wav,,valid-window vote fraction
wavmark,8,39,targeted,26266,16,0.7400000000,5,dataset/collusion_300/chinese/SSB0122/chinese_SSB0122_01.wav,1,valid-window vote fraction
wavmark,8,39,average,6128,16,0.5000000000,10,dataset/collusion_300/chinese/SSB0122/chinese_SSB0122_01.wav,,valid-window vote fraction (proxy)
wavmark,8,40,single,42299,16,0.9777777778,2,dataset/collusion_300/chinese/SSB0122/chinese_SSB0122_02.wav,,valid-window vote fraction
wavmark,8,40,targeted,54274,16,0.7954545455,8,dataset/collusion_300/chinese/SSB0122/chinese_SSB0122_02.wav,1,valid-window vote fraction
wavmark,8,40,average,10204,16,0.7307692308,3,dataset/collusion_300/chinese/SSB0122/chinese_SSB0122_02.wav,,valid-window vote fraction (proxy)
wavmark,8,41,single,20378,16,0.7500000000,13,dataset/collusion_300/chinese/SSB0122/chinese_SSB0122_03.wav,,valid-window vote fraction
wavmark,8,41,targeted,43473,16,0.6938775510,2,dataset/collusion_300/chinese/SSB0122/chinese_SSB0122_03.wav,8,valid-window vote fraction
wavmark,8,41,average,26623,16,0.5576923077,11,dataset/collusion_300/chinese/SSB0122/chinese_SSB0122_03.wav,,valid-window vote fraction (proxy)
wavmark,8,42,single,12373,16,1.0000000000,0,dataset/collusion_300/chinese/SSB0133/chinese_SSB0133_01.wav,,valid-window vote fraction
wavmark,8,42,targeted,10773,16,0.6956521739,5,dataset/collusion_300/chinese/SSB0133/chinese_SSB0133_01.wav,1,valid-window vote fraction
wavmark,8,42,average,9205,16,0.5098039216,11,dataset/collusion_300/chinese/SSB0133/chinese_SSB0133_01.wav,,valid-window vote fraction (proxy)
wavmark,8,43,single,20472,16,0.8800000000,1,dataset/collusion_300/chinese/SSB0133/chinese_SSB0133_02.wav,,valid-window vote fraction
wavmark,8,43,targeted,25072,16,0.8600000000,6,dataset/collusion_300/chinese/SSB0133/chinese_SSB0133_02.wav,1,valid-window vote fraction
wavmark,8,43,average,60406,16,0.7826086957,15,dataset/collusion_300/chinese/SSB0133/chinese_SSB0133_02.wav,,valid-window vote fraction (proxy)
wavmark,8,44,single,49195,16,0.9069767442,8,dataset/collusion_300/chinese/SSB0133/chinese_SSB0133_03.wav,,valid-window vote fraction
wavmark,8,44,targeted,44802,16,0.7142857143,5,dataset/collusion_300/chinese/SSB0133/chinese_SSB0133_03.wav,2,valid-window vote fraction
wavmark,8,44,average,13304,16,0.6279069767,11,dataset/collusion_300/chinese/SSB0133/chinese_SSB0133_03.wav,,valid-window vote fraction (proxy)
wavmark,8,45,single,7585,16,0.9361702128,1,dataset/collusion_300/chinese/SSB0139/chinese_SSB0139_01.wav,,valid-window vote fraction
wavmark,8,45,targeted,47956,16,0.9111111111,13,dataset/collusion_300/chinese/SSB0139/chinese_SSB0139_01.wav,1,valid-window vote fraction
wavmark,8,45,average,49076,16,0.5208333333,6,dataset/collusion_300/chinese/SSB0139/chinese_SSB0139_01.wav,,valid-window vote fraction (proxy)
wavmark,8,46,single,40411,16,1.0000000000,0,dataset/collusion_300/chinese/SSB0139/chinese_SSB0139_02.wav,,valid-window vote fraction
wavmark,8,46,targeted,49298,16,0.7608695652,13,dataset/collusion_300/chinese/SSB0139/chinese_SSB0139_02.wav,1,valid-window vote fraction
wavmark,8,46,average,12215,16,0.6734693878,9,dataset/collusion_300/chinese/SSB0139/chinese_SSB0139_02.wav,,valid-window vote fraction (proxy)
wavmark,8,47,single,35429,16,1.0000000000,0,dataset/collusion_300/chinese/SSB0139/chinese_SSB0139_03.wav,,valid-window vote fraction
wavmark,8,47,targeted,8064,16,0.8510638298,13,dataset/collusion_300/chinese/SSB0139/chinese_SSB0139_03.wav,2,valid-window vote fraction
wavmark,8,47,average,65019,16,0.5208333333,6,dataset/collusion_300/chinese/SSB0139/chinese_SSB0139_03.wav,,valid-window vote fraction (proxy)
wavmark,8,48,single,2997,16,0.9565217391,1,dataset/collusion_300/chinese/SSB0145/chinese_SSB0145_01.wav,,valid-window vote fraction
wavmark,8,48,targeted,19248,16,0.7000000000,1,dataset/collusion_300/chinese/SSB0145/chinese_SSB0145_01.wav,1,valid-window vote fraction
wavmark,8,48,average,3891,16,0.5294117647,1,dataset/collusion_300/chinese/SSB0145/chinese_SSB0145_01.wav,,valid-window vote fraction (proxy)
wavmark,8,49,single,22104,16,0.9767441860,1,dataset/collusion_300/chinese/SSB0145/chinese_SSB0145_02.wav,,valid-window vote fraction
wavmark,8,49,targeted,48480,16,0.8409090909,0,dataset/collusion_300/chinese/SSB0145/chinese_SSB0145_02.wav,1,valid-window vote fraction
wavmark,8,49,average,32050,16,0.6666666667,2,dataset/collusion_300/chinese/SSB0145/chinese_SSB0145_02.wav,,valid-window vote fraction (proxy)
wavmark,8,50,single,63432,16,0.9772727273,2,dataset/collusion_300/chinese/SSB0145/chinese_SSB0145_03.wav,,valid-window vote fraction
wavmark,8,50,targeted,63368,16,0.7083333333,5,dataset/collusion_300/chinese/SSB0145/chinese_SSB0145_03.wav,1,valid-window vote fraction
wavmark,8,50,average,61363,16,0.5200000000,11,dataset/collusion_300/chinese/SSB0145/chinese_SSB0145_03.wav,,valid-window vote fraction (proxy)
wavmark,8,51,single,59128,16,1.0000000000,0,dataset/collusion_300/chinese/SSB0149/chinese_SSB0149_01.wav,,valid-window vote fraction
wavmark,8,51,targeted,44368,16,0.8444444444,5,dataset/collusion_300/chinese/SSB0149/chinese_SSB0149_01.wav,1,valid-window vote fraction
wavmark,8,51,average,44627,16,0.5217391304,6,dataset/collusion_300/chinese/SSB0149/chinese_SSB0149_01.wav,,valid-window vote fraction (proxy)
wavmark,8,52,single,16811,16,0.8400000000,13,dataset/collusion_300/chinese/SSB0149/chinese_SSB0149_02.wav,,valid-window vote fraction
wavmark,8,52,targeted,55570,16,0.9111111111,7,dataset/collusion_300/chinese/SSB0149/chinese_SSB0149_02.wav,1,valid-window vote fraction
wavmark,8,52,average,50358,16,0.5416666667,15,dataset/collusion_300/chinese/SSB0149/chinese_SSB0149_02.wav,,valid-window vote fraction (proxy)
wavmark,8,53,single,21345,16,0.9777777778,2,dataset/collusion_300/chinese/SSB0149/chinese_SSB0149_03.wav,,valid-window vote fraction
wavmark,8,53,targeted,20577,16,0.7708333333,2,dataset/collusion_300/chinese/SSB0149/chinese_SSB0149_03.wav,1,valid-window vote fraction
wavmark,8,53,average,21175,16,0.5319148936,6,dataset/collusion_300/chinese/SSB0149/chinese_SSB0149_03.wav,,valid-window vote fraction (proxy)
wavmark,8,54,single,40849,16,0.9777777778,1,dataset/collusion_300/chinese/SSB0193/chinese_SSB0193_01.wav,,valid-window vote fraction
wavmark,8,54,targeted,38725,16,0.9347826087,11,dataset/collusion_300/chinese/SSB0193/chinese_SSB0193_01.wav,1,valid-window vote fraction
wavmark,8,54,average,42980,16,0.5000000000,5,dataset/collusion_300/chinese/SSB0193/chinese_SSB0193_01.wav,,valid-window vote fraction (proxy)
wavmark,8,55,single,2548,16,0.9361702128,1,dataset/collusion_300/chinese/SSB0193/chinese_SSB0193_02.wav,,valid-window vote fraction
wavmark,8,55,targeted,41192,16,0.8695652174,2,dataset/collusion_300/chinese/SSB0193/chinese_SSB0193_02.wav,1,valid-window vote fraction
