model,k,trial_id,speaker,clip_index,source_path,coalition_payloads,reference_payload,published_pesq,published_stoi,published_si_sdr,recomputed_si_sdr,snr,si_sdr_abs_error,visqol,si_sdr_for_table
wmcodec,2,151,english:103,2,dataset/collusion_300/english/103/english_103_02.wav,"[56988, 32314]",56988,4.36,0.9889,12.54,12.536173,12.771721,0.0038269999999993,4.66646767,12.54
wmcodec,2,152,english:103,3,dataset/collusion_300/english/103/english_103_03.wav,"[12130, 58252]",12130,4.3633,0.9908,13.29,13.292062,13.47871,0.0020620000000004,4.65619668,13.29
wmcodec,2,153,english:1034,1,dataset/collusion_300/english/1034/english_1034_01.wav,"[31119, 25621]",31119,4.3795,0.9781,14.97,14.966394,15.209685,0.0036060000000013,4.60294119,14.97
wmcodec,2,154,english:1034,2,dataset/collusion_300/english/1034/english_1034_02.wav,"[8967, 23274]",8967,4.3925,0.9833,15.73,15.732397,15.924965,0.0023970000000002,4.60927839,15.73
wmcodec,2,155,english:1034,3,dataset/collusion_300/english/1034/english_1034_03.wav,"[15592, 37754]",15592,4.3626,0.9855,14.98,14.983896,15.220166,0.0038959999999992,4.60417899,14.98
wmcodec,2,156,english:1040,1,dataset/collusion_300/english/1040/english_1040_01.wav,"[35459, 18020]",35459,4.3733,0.9895,15.04,15.035078,15.152549,0.0049219999999987,4.73698099,15.04
wmcodec,2,157,english:1040,2,dataset/collusion_300/english/1040/english_1040_02.wav,"[22693, 27935]",22693,4.38,0.9854,14.37,14.374864,14.530037,0.0048640000000013,4.71023804,14.37
wmcodec,2,158,english:1040,3,dataset/collusion_300/english/1040/english_1040_03.wav,"[11872, 35531]",11872,4.3766,0.9868,15.57,15.565729,15.656217,0.004271000000001,4.72618001,15.57
wmcodec,2,159,english:1069,1,dataset/collusion_300/english/1069/english_1069_01.wav,"[27216, 50792]",27216,4.4328,0.9931,17.48,17.475211,17.551794,0.0047889999999988,4.75237061,17.48
wmcodec,2,160,english:1069,2,dataset/collusion_300/english/1069/english_1069_02.wav,"[34007, 3276]",34007,4.5193,0.9955,21.14,21.14,21.147253,0.0,4.86533238,21.14
wmcodec,2,161,english:1069,3,dataset/collusion_300/english/1069/english_1069_03.wav,"[14782, 6097]",14782,4.4136,0.9928,17.53,17.534715,17.60239,0.0047149999999973,4.76282799,17.53
wmcodec,2,162,english:1081,1,dataset/collusion_300/english/1081/english_1081_01.wav,"[4730, 42807]",4730,4.2174,0.9887,14.18,14.175501,14.338079,0.0044989999999991,4.63314926,14.18
wmcodec,2,163,english:1081,2,dataset/collusion_300/english/1081/english_1081_02.wav,"[7247, 45942]",7247,4.3434,0.9868,12.89,12.885825,13.103551,0.004175,4.56464065,12.89
wmcodec,2,164,english:1081,3,dataset/collusion_300/english/1081/english_1081_03.wav,"[41404, 17835]",41404,4.2814,0.9887,13.73,13.731976,13.90961,0.001975999999999,4.66633846,13.73
wmcodec,2,165,english:1088,1,dataset/collusion_300/english/1088/english_1088_01.wav,"[21141, 10939]",21141,4.3746,0.9919,20.48,20.47854,20.516365,0.0014600000000015,4.61186247,20.48
wmcodec,2,166,english:1088,2,dataset/collusion_300/english/1088/english_1088_02.wav,"[3698, 31165]",3698,4.402,0.9924,20.76,20.760791,20.602255,0.0007909999999995,4.68396875,20.76
wmcodec,2,167,english:1088,3,dataset/collusion_300/english/1088/english_1088_03.wav,"[28113, 25344]",28113,4.4858,0.9932,20.58,20.578054,20.599881,0.0019459999999966,4.68660902,20.58
wmcodec,2,168,english:1098,1,dataset/collusion_300/english/1098/english_1098_01.wav,"[22707, 10525]",22707,4.1432,0.9901,16.29,16.29407,16.391499,0.0040700000000022,4.71683561,16.29
wmcodec,2,169,english:1098,2,dataset/collusion_300/english/1098/english_1098_02.wav,"[14173, 15559]",14173,4.2951,0.988,16.77,16.768472,16.857448,0.0015280000000004,4.70142892,16.77
wmcodec,2,170,english:1098,3,dataset/collusion_300/english/1098/english_1098_03.wav,"[17783, 28580]",17783,4.3568,0.991,16.97,16.97393,17.058136,0.0039300000000004,4.71652634,16.97
wmcodec,2,171,english:1116,1,dataset/collusion_300/english/1116/english_1116_01.wav,"[63051, 44603]",63051,4.4011,0.9941,10.93,10.931979,11.264596,0.0019790000000003,4.78990159,10.93
wmcodec,2,172,english:1116,2,dataset/collusion_300/english/1116/english_1116_02.wav,"[1250, 48009]",1250,4.4611,0.9937,11.83,11.829858,12.100321,0.0001420000000003,4.77756541,11.83
wmcodec,2,173,english:1116,3,dataset/collusion_300/english/1116/english_1116_03.wav,"[6087, 19300]",6087,4.4635,0.9952,12.21,12.205363,12.451718,0.0046370000000006,4.80388301,12.21
wmcodec,2,174,english:118,1,dataset/collusion_300/english/118/english_118_01.wav,"[41496, 44857]",41496,4.2827,0.988,11.79,11.794783,12.069167,0.0047830000000015,4.69983472,11.79
wmcodec,2,175,english:118,2,dataset/collusion_300/english/118/english_118_02.wav,"[27175, 44976]",27175,4.2416,0.9835,12.9,12.903644,13.098463,0.0036439999999995,4.59892049,12.9
wmcodec,2,176,english:118,3,dataset/collusion_300/english/118/english_118_03.wav,"[38089, 16583]",38089,4.3562,0.9899,15.61,15.610999,15.728767,0.0009990000000001,4.72966447,15.61
wmcodec,2,177,english:1183,1,dataset/collusion_300/english/1183/english_1183_01.wav,"[57854, 45651]",57854,4.2681,0.9851,9.85,9.848942,10.271426,0.0010580000000004,4.62021394,9.85
wmcodec,2,178,english:1183,2,dataset/collusion_300/english/1183/english_1183_02.wav,"[9994, 45880]",9994,4.3792,0.992,9.9,9.903976,10.326599,0.0039759999999997,4.61714531,9.9
wmcodec,2,179,english:1183,3,dataset/collusion_300/english/1183/english_1183_03.wav,"[15837, 3623]",15837,4.3141,0.9908,10.92,10.917051,11.240639,0.0029489999999992,4.67127903,10.92
wmcodec,2,180,english:1235,1,dataset/collusion_300/english/1235/english_1235_01.wav,"[28582, 32420]",28582,4.4057,0.9835,15.79,15.785528,15.891514,0.0044719999999998,4.68475575,15.79
wmcodec,2,181,english:1235,2,dataset/collusion_300/english/1235/english_1235_02.wav,"[340, 14448]",340,4.3949,0.9821,16.54,16.541595,16.636499,0.0015950000000017,4.69922188,16.54
wmcodec,2,182,english:1235,3,dataset/collusion_300/english/1235/english_1235_03.wav,"[15336, 56877]",15336,4.4204,0.9814,15.14,15.142653,15.259629,0.0026529999999986,4.59997329,15.14
wmcodec,2,183,english:1246,1,dataset/collusion_300/english/1246/english_1246_01.wav,"[18172, 40344]",18172,4.4013,0.9916,12.96,12.961624,13.138623,0.0016239999999996,4.62179252,12.96
wmcodec,2,184,english:1246,2,dataset/collusion_300/english/1246/english_1246_02.wav,"[42205, 27049]",42205,4.5005,0.9944,16.57,16.569705,16.57858,0.0002950000000012,4.77618498,16.57
wmcodec,2,185,english:1246,3,dataset/collusion_300/english/1246/english_1246_03.wav,"[31990, 47715]",31990,4.4324,0.9925,15.1,15.096031,15.22642,0.0039689999999996,4.77753412,15.1
wmcodec,2,186,english:125,1,dataset/collusion_300/english/125/english_125_01.wav,"[29044, 34916]",29044,3.5039,0.9914,14.95,14.949712,15.069908,0.0002879999999993,4.84352128,14.95
wmcodec,2,187,english:125,2,dataset/collusion_300/english/125/english_125_02.wav,"[52930, 43041]",52930,4.3876,0.9891,12.17,12.166367,12.419549,0.0036330000000006,4.68009176,12.17
wmcodec,2,188,english:125,3,dataset/collusion_300/english/125/english_125_03.wav,"[2486, 37221]",2486,4.3331,0.9903,12.71,12.709725,12.91665,0.0002750000000002,4.62199104,12.71
wmcodec,2,189,english:1263,1,dataset/collusion_300/english/1263/english_1263_01.wav,"[54293, 28638]",54293,4.4264,0.9937,18.14,18.137953,18.202397,0.002047000000001,4.71369885,18.14
wmcodec,2,190,english:1263,2,dataset/collusion_300/english/1263/english_1263_02.wav,"[58102, 42760]",58102,4.4473,0.9931,18.15,18.14961,18.20321,0.0003899999999994,4.69329861,18.15
wmcodec,2,191,english:1263,3,dataset/collusion_300/english/1263/english_1263_03.wav,"[31454, 44619]",31454,4.3839,0.9944,19.03,19.028073,19.079802,0.001927000000002,4.67250515,19.03
wmcodec,2,192,english:1334,1,dataset/collusion_300/english/1334/english_1334_01.wav,"[50757, 61946]",50757,4.4006,0.9929,14.56,14.564165,14.711636,0.0041649999999986,4.74719936,14.56
wmcodec,2,193,english:1334,2,dataset/collusion_300/english/1334/english_1334_02.wav,"[30790, 22686]",30790,4.3474,0.9904,14.57,14.574684,14.72228,0.0046839999999992,4.6366268,14.57
wmcodec,2,194,english:1334,3,dataset/collusion_300/english/1334/english_1334_03.wav,"[13221, 55976]",13221,4.4205,0.9893,15.11,15.106716,15.234792,0.0032839999999989,4.75378651,15.11
wmcodec,2,195,english:1355,1,dataset/collusion_300/english/1355/english_1355_01.wav,"[7602, 32160]",7602,4.4776,0.9955,19.97,19.970272,19.98282,0.0002720000000024,4.81831463,19.97
wmcodec,2,196,english:1355,2,dataset/collusion_300/english/1355/english_1355_02.wav,"[58896, 56567]",58896,4.4783,0.9928,19.29,19.287398,19.334617,0.0026019999999995,4.72164733,19.29
wmcodec,2,197,english:1355,3,dataset/collusion_300/english/1355/english_1355_03.wav,"[37557, 54440]",37557,4.4169,0.9949,18.28,18.278027,18.335403,0.0019729999999995,4.77408946,18.28
wmcodec,2,198,english:1363,1,dataset/collusion_300/english/1363/english_1363_01.wav,"[15719, 51870]",15719,4.3716,0.984,16.65,16.654541,23.790061,0.0045409999999996,4.76122919,16.65
wmcodec,2,199,english:1363,2,dataset/collusion_300/english/1363/english_1363_02.wav,"[39494, 55071]",39494,4.3567,0.9831,14.77,14.769612,21.590128,0.0003879999999991,4.75199418,14.77
wmcodec,2,200,english:1363,3,dataset/collusion_300/english/1363/english_1363_03.wav,"[37963, 16849]",37963,4.3852,0.9795,15.23,15.231976,22.449931,0.001975999999999,4.72736719,15.23
wmcodec,2,201,english:1447,1,dataset/collusion_300/english/1447/english_1447_01.wav,"[34262, 55501]",34262,4.3066,0.984,19.7,19.697448,19.699643,0.0025519999999978,4.6327652,19.7
wmcodec,2,202,english:1447,2,dataset/collusion_300/english/1447/english_1447_02.wav,"[15674, 47610]",15674,4.238,0.9788,16.95,16.946436,17.015653,0.0035640000000007,4.57069594,16.95
wmcodec,2,203,english:1447,3,dataset/collusion_300/english/1447/english_1447_03.wav,"[8482, 35590]",8482,4.1862,0.9789,16.83,16.827849,16.863389,0.0021509999999977,4.54784527,16.83
wmcodec,2,204,english:1455,1,dataset/collusion_300/english/1455/english_1455_01.wav,"[48197, 4074]",48197,4.1338,0.9846,12.91,12.908819,13.109708,0.0011810000000007,4.76154504,12.91
wmcodec,2,205,english:1455,2,dataset/collusion_300/english/1455/english_1455_02.wav,"[11975, 30842]",11975,4.367,0.986,9.25,9.246046,9.701994,0.0039540000000002,4.68390288,9.25
wmcodec,2,206,english:1455,3,dataset/collusion_300/english/1455/english_1455_03.wav,"[58198, 8410]",58198,4.324,0.9906,10.6,10.600489,10.959762,0.0004889999999999,4.68593377,10.6
wmcodec,2,207,english:150,1,dataset/collusion_300/english/150/english_150_01.wav,"[51849, 38485]",51849,4.3576,0.9881,13.41,13.406121,15.505784,0.0038789999999995,4.76860382,13.41
wmcodec,2,208,english:150,2,dataset/collusion_300/english/150/english_150_02.wav,"[24418, 14222]",24418,4.4237,0.9909,13.38,13.382049,15.63434,0.0020489999999995,4.72815817,13.38
wmcodec,2,209,english:150,3,dataset/collusion_300/english/150/english_150_03.wav,"[64431, 27619]",64431,4.3817,0.9869,13.65,13.645359,15.671886,0.0046410000000012,4.73233913,13.65
wmcodec,2,210,english:1502,1,dataset/collusion_300/english/1502/english_1502_01.wav,"[45987, 51388]",45987,4.3839,0.9854,17.77,17.77078,18.088997,0.0007799999999988,4.62368028,17.77
wmcodec,2,211,english:1502,2,dataset/collusion_300/english/1502/english_1502_02.wav,"[21878, 12966]",21878,4.2363,0.9882,18.3,18.299575,18.872672,0.0004249999999998,4.71041969,18.3
wmcodec,2,212,english:1502,3,dataset/collusion_300/english/1502/english_1502_03.wav,"[39482, 49674]",39482,4.3334,0.9881,18.99,18.988564,19.372462,0.0014359999999982,4.63951198,18.99
wmcodec,2,213,english:1553,1,dataset/collusion_300/english/1553/english_1553_01.wav,"[55293, 25396]",55293,4.4057,0.9938,12.89,12.894211,13.105343,0.0042109999999997,4.71949899,12.89
wmcodec,2,214,english:1553,2,dataset/collusion_300/english/1553/english_1553_02.wav,"[50922, 56426]",50922,4.4474,0.9914,14.21,14.211381,14.34746,0.0013809999999985,4.69663142,14.21
wmcodec,2,215,english:1553,3,dataset/collusion_300/english/1553/english_1553_03.wav,"[64274, 23109]",64274,4.4225,0.9929,13.68,13.679513,13.835629,0.0004869999999996,4.68768518,13.68
wmcodec,2,216,english:1578,1,dataset/collusion_300/english/1578/english_1578_01.wav,"[24879, 11730]",24879,4.3715,0.9896,19.11,19.107867,19.145279,0.0021330000000006,4.63075658,19.11
wmcodec,2,217,english:1578,2,dataset/collusion_300/english/1578/english_1578_02.wav,"[52095, 49702]",52095,4.5104,0.9927,19.13,19.132049,19.18469,0.0020489999999995,4.79877368,19.13
wmcodec,2,218,english:1578,3,dataset/collusion_300/english/1578/english_1578_03.wav,"[45587, 41195]",45587,4.4128,0.9889,18.75,18.752739,18.799098,0.0027389999999982,4.70531603,18.75
wmcodec,2,219,english:1594,1,dataset/collusion_300/english/1594/english_1594_01.wav,"[53772, 3250]",53772,4.2992,0.9887,11.12,11.124718,11.448368,0.0047180000000004,4.70654389,11.12
wmcodec,2,220,english:1594,2,dataset/collusion_300/english/1594/english_1594_02.wav,"[2045, 23010]",2045,4.2685,0.9856,10.34,10.341549,10.726466,0.0015490000000006,4.50504668,10.34
wmcodec,2,221,english:1594,3,dataset/collusion_300/english/1594/english_1594_03.wav,"[33112, 44858]",33112,4.2509,0.9858,11.1,11.103818,11.431015,0.0038180000000007,4.69572013,11.1
wmcodec,2,222,english:1624,1,dataset/collusion_300/english/1624/english_1624_01.wav,"[47545, 33713]",47545,4.3919,0.9914,17.44,17.443554,17.503001,0.0035539999999976,4.81101939,17.44
wmcodec,2,223,english:1624,2,dataset/collusion_300/english/1624/english_1624_02.wav,"[56056, 23017]",56056,4.4203,0.9904,14.06,14.063124,14.228517,0.0031239999999996,4.78610445,14.06
wmcodec,2,224,english:1624,3,dataset/collusion_300/english/1624/english_1624_03.wav,"[12193, 52014]",12193,4.4586,0.9915,16.03,16.032148,16.136857,0.0021479999999982,4.7133316,16.03
wmcodec,2,225,english:163,1,dataset/collusion_300/english/163/english_163_01.wav,"[51461, 13054]",51461,4.3365,0.9847,15.47,15.465707,15.566935,0.0042930000000005,4.73632914,15.47
wmcodec,2,226,english:163,2,dataset/collusion_300/english/163/english_163_02.wav,"[17453, 58444]",17453,4.3684,0.9763,15.82,15.817886,15.929227,0.0021140000000006,4.73792732,15.82
wmcodec,2,227,english:163,3,dataset/collusion_300/english/163/english_163_03.wav,"[48213, 12462]",48213,4.3456,0.9825,15.99,15.986958,16.094531,0.0030420000000006,4.68745162,15.99
wmcodec,2,228,english:1723,1,dataset/collusion_300/english/1723/english_1723_01.wav,"[30195, 38808]",30195,4.3457,0.9867,10.64,10.64054,10.98736,0.000539999999999,4.60068999,10.64
wmcodec,2,229,english:1723,2,dataset/collusion_300/english/1723/english_1723_02.wav,"[25548, 1152]",25548,4.3208,0.9843,9.99,9.992085,10.405416,0.0020849999999992,4.63874287,9.99
wmcodec,2,230,english:1723,3,dataset/collusion_300/english/1723/english_1723_03.wav,"[15349, 33807]",15349,4.3317,0.985,10.09,10.092718,10.498256,0.0027179999999997,4.5885475,10.09
wmcodec,2,231,english:1737,1,dataset/collusion_300/english/1737/english_1737_01.wav,"[5623, 61370]",5623,4.1583,0.9846,11.24,11.239271,11.543025,0.0007289999999997,4.66513113,11.24
wmcodec,2,232,english:1737,2,dataset/collusion_300/english/1737/english_1737_02.wav,"[11266, 15817]",11266,4.1525,0.9844,11.41,11.40706,11.710196,0.0029400000000006,4.71730411,11.41
wmcodec,2,233,english:1737,3,dataset/collusion_300/english/1737/english_1737_03.wav,"[12233, 60822]",12233,4.2327,0.984,9.57,9.568325,10.01129,0.0016750000000005,4.64360849,9.57
wmcodec,2,234,english:1743,1,dataset/collusion_300/english/1743/english_1743_01.wav,"[59587, 11902]",59587,4.5216,0.9945,17.1,17.103867,17.151887,0.0038669999999996,4.73950424,17.1
wmcodec,2,235,english:1743,2,dataset/collusion_300/english/1743/english_1743_02.wav,"[59198, 24290]",59198,4.4548,0.9933,15.35,15.347492,15.472223,0.0025079999999988,4.73150802,15.35
wmcodec,2,236,english:1743,3,dataset/collusion_300/english/1743/english_1743_03.wav,"[46496, 59280]",46496,4.5338,0.995,15.56,15.555272,15.672458,0.004728,4.7416354,15.56
wmcodec,2,237,english:1841,1,dataset/collusion_300/english/1841/english_1841_01.wav,"[33879, 53983]",33879,4.4067,0.993,11.91,11.91408,12.184937,0.00408,4.77104976,11.91
wmcodec,2,238,english:1841,2,dataset/collusion_300/english/1841/english_1841_02.wav,"[42928, 55294]",42928,4.4716,0.995,12.27,12.274171,12.522487,0.0041710000000012,4.77024794,12.27
wmcodec,2,239,english:1841,3,dataset/collusion_300/english/1841/english_1841_03.wav,"[60908, 24882]",60908,4.4707,0.994,12.12,12.119863,12.371671,0.0001369999999987,4.79695095,12.12
wmcodec,2,240,english:1867,1,dataset/collusion_300/english/1867/english_1867_01.wav,"[64191, 27869]",64191,4.3389,0.9896,11.67,11.668007,11.95014,0.0019930000000005,4.52199839,11.67
wmcodec,2,241,english:1867,2,dataset/collusion_300/english/1867/english_1867_02.wav,"[12659, 879]",12659,4.3502,0.9903,10.8,10.802167,11.146866,0.002167,4.71558575,10.8
wmcodec,2,242,english:1867,3,dataset/collusion_300/english/1867/english_1867_03.wav,"[22807, 6749]",22807,4.266,0.9859,10.62,10.621928,10.959021,0.0019280000000012,4.73430042,10.62
wmcodec,2,243,english:1898,1,dataset/collusion_300/english/1898/english_1898_01.wav,"[12463, 21380]",12463,4.1325,0.9829,9.2,9.20007,9.690201,7.000000000090267e-05,4.6526042,9.2
wmcodec,2,244,english:1898,2,dataset/collusion_300/english/1898/english_1898_02.wav,"[53039, 17155]",53039,4.3282,0.9868,10.85,10.852858,11.195458,0.0028579999999998,4.69734139,10.85
wmcodec,2,245,english:1898,3,dataset/collusion_300/english/1898/english_1898_03.wav,"[58582, 15337]",58582,4.3024,0.9887,10.16,10.163915,10.547448,0.0039149999999992,4.72753715,10.16
wmcodec,2,246,english:19,1,dataset/collusion_300/english/19/english_19_01.wav,"[60054, 33467]",60054,4.3776,0.9848,16.73,16.727843,16.819013,0.0021570000000004,4.73793448,16.73
wmcodec,2,247,english:19,2,dataset/collusion_300/english/19/english_19_02.wav,"[30625, 59881]",30625,4.4947,0.9932,17.91,17.912907,17.922991,0.0029070000000004,4.79357988,17.91
wmcodec,2,248,english:19,3,dataset/collusion_300/english/19/english_19_03.wav,"[47260, 63873]",47260,4.4016,0.9889,17.74,17.742591,17.794549,0.0025910000000024,4.71687823,17.74
wmcodec,2,249,english:1926,1,dataset/collusion_300/english/1926/english_1926_01.wav,"[53258, 32016]",53258,4.3463,0.9879,12.9,12.896834,13.110371,0.0031660000000002,4.67540492,12.9
wmcodec,2,250,english:1926,2,dataset/collusion_300/english/1926/english_1926_02.wav,"[58566, 41216]",58566,4.2006,0.9874,12.12,12.118375,12.371635,0.0016249999999988,4.69727714,12.12
wmcodec,2,251,english:1926,3,dataset/collusion_300/english/1926/english_1926_03.wav,"[48666, 10610]",48666,4.3253,0.9896,12.49,12.489641,12.723716,0.0003589999999995,4.70517653,12.49
wmcodec,2,252,english:196,1,dataset/collusion_300/english/196/english_196_01.wav,"[12663, 57449]",12663,4.3306,0.9905,15.21,15.213129,15.336842,0.0031289999999994,4.69861314,15.21
wmcodec,2,253,english:196,2,dataset/collusion_300/english/196/english_196_02.wav,"[64005, 36327]",64005,4.2978,0.9891,14.61,14.611169,14.758281,0.0011690000000008,4.74429209,14.61
wmcodec,2,254,english:196,3,dataset/collusion_300/english/196/english_196_03.wav,"[55569, 40758]",55569,4.3694,0.9885,14.65,14.652029,14.791918,0.0020290000000002,4.63268663,14.65
wmcodec,2,255,english:1963,1,dataset/collusion_300/english/1963/english_1963_01.wav,"[3080, 44044]",3080,4.4057,0.9946,12.16,12.159155,12.414481,0.0008449999999999,4.85941096,12.16
wmcodec,2,256,english:1963,2,dataset/collusion_300/english/1963/english_1963_02.wav,"[50307, 17901]",50307,4.4935,0.9931,13.56,13.562045,13.749095,0.0020449999999989,4.84071088,13.56
wmcodec,2,257,english:1963,3,dataset/collusion_300/english/1963/english_1963_03.wav,"[27303, 43023]",27303,4.466,0.9935,13.8,13.79754,13.969614,0.002460000000001,4.80704257,13.8
wmcodec,2,258,english:1970,1,dataset/collusion_300/english/1970/english_1970_01.wav,"[9573, 29916]",9573,4.4846,0.9917,18.78,18.775216,18.828757,0.0047840000000007,4.76391073,18.78
wmcodec,2,259,english:1970,2,dataset/collusion_300/english/1970/english_1970_02.wav,"[36028, 53456]",36028,4.505,0.9931,18.97,18.970802,19.0305,0.0008020000000001,4.74928617,18.97
wmcodec,2,260,english:1970,3,dataset/collusion_300/english/1970/english_1970_03.wav,"[27508, 51777]",27508,4.4898,0.9942,19.68,19.679766,19.681808,0.0002339999999989,4.74164186,19.68
wmcodec,2,261,english:198,1,dataset/collusion_300/english/198/english_198_01.wav,"[46269, 14423]",46269,4.2095,0.9871,12.68,12.68194,14.309842,0.0019400000000011,4.70001327,12.68
wmcodec,2,262,english:198,2,dataset/collusion_300/english/198/english_198_02.wav,"[27771, 62330]",27771,4.297,0.9874,14.12,14.123429,16.011806,0.0034290000000005,4.70187288,14.12
wmcodec,2,263,english:198,3,dataset/collusion_300/english/198/english_198_03.wav,"[27765, 31575]",27765,4.1112,0.9833,11.57,11.568188,13.141814,0.001812000000001,4.48948164,11.57
wmcodec,2,264,english:1992,1,dataset/collusion_300/english/1992/english_1992_01.wav,"[58206, 11412]",58206,4.338,0.9891,20.29,20.294787,20.328911,0.0047870000000003,4.65864835,20.29
wmcodec,2,265,english:1992,2,dataset/collusion_300/english/1992/english_1992_02.wav,"[53537, 43831]",53537,4.4153,0.9928,20.31,20.311322,20.310921,0.0013220000000018,4.70837603,20.31
wmcodec,2,266,english:1992,3,dataset/collusion_300/english/1992/english_1992_03.wav,"[32413, 40011]",32413,4.4554,0.9924,21.99,21.992766,22.012074,0.0027660000000011,4.79354009,21.99
wmcodec,2,267,english:200,1,dataset/collusion_300/english/200/english_200_01.wav,"[23333, 37035]",23333,4.3589,0.987,18.75,18.749145,18.743763,0.0008550000000013,4.59481727,18.75
wmcodec,2,268,english:200,2,dataset/collusion_300/english/200/english_200_02.wav,"[27019, 14673]",27019,4.2538,0.9886,18.03,18.026738,18.081231,0.0032619999999994,4.71344035,18.03
wmcodec,2,269,english:200,3,dataset/collusion_300/english/200/english_200_03.wav,"[9765, 33602]",9765,4.2138,0.9841,16.35,16.34747,16.431001,0.0025300000000001,4.70355212,16.35
wmcodec,2,270,english:2002,1,dataset/collusion_300/english/2002/english_2002_01.wav,"[15013, 52466]",15013,4.5037,0.9916,18.1,18.097069,18.147796,0.0029310000000002,4.8036877,18.1
wmcodec,2,271,english:2002,2,dataset/collusion_300/english/2002/english_2002_02.wav,"[40258, 25809]",40258,4.4307,0.99,17.8,17.797657,17.851949,0.0023429999999997,4.81913714,17.8
wmcodec,2,272,english:2002,3,dataset/collusion_300/english/2002/english_2002_03.wav,"[8265, 15549]",8265,4.4875,0.9904,18.0,18.001524,18.069631,0.0015239999999998,4.73344164,18.0
wmcodec,2,273,english:2007,1,dataset/collusion_300/english/2007/english_2007_01.wav,"[15801, 58959]",15801,4.3115,0.9851,10.61,10.605582,10.9396,0.0044179999999993,4.67098715,10.61
wmcodec,2,274,english:2007,2,dataset/collusion_300/english/2007/english_2007_02.wav,"[48150, 7050]",48150,4.2886,0.9867,11.3,11.300616,11.608225,0.000615999999999,4.6522072,11.3
wmcodec,2,275,english:2007,3,dataset/collusion_300/english/2007/english_2007_03.wav,"[10744, 3147]",10744,4.2344,0.9868,10.06,10.055757,10.461202,0.0042430000000006,4.55400996,10.06
wmcodec,2,276,english:201,1,dataset/collusion_300/english/201/english_201_01.wav,"[31564, 26040]",31564,4.5143,0.9948,17.03,17.029172,17.110098,0.000828000000002,4.80897587,17.03
wmcodec,2,277,english:201,2,dataset/collusion_300/english/201/english_201_02.wav,"[56070, 49372]",56070,4.4441,0.9935,16.2,16.197965,16.259826,0.0020349999999993,4.89027456,16.2
wmcodec,2,278,english:201,3,dataset/collusion_300/english/201/english_201_03.wav,"[54484, 50949]",54484,4.5157,0.993,13.83,13.830385,13.99529,0.0003849999999996,4.94039724,13.83
wmcodec,2,279,english:2092,1,dataset/collusion_300/english/2092/english_2092_01.wav,"[6723, 31062]",6723,4.4375,0.9821,18.8,18.802118,18.854271,0.0021179999999993,4.73464131,18.8
wmcodec,2,280,english:2092,2,dataset/collusion_300/english/2092/english_2092_02.wav,"[862, 40861]",862,4.4261,0.9847,17.83,17.826302,17.869765,0.0036979999999999,4.70623872,17.83
wmcodec,2,281,english:2092,3,dataset/collusion_300/english/2092/english_2092_03.wav,"[54727, 35882]",54727,4.4597,0.9877,18.41,18.409743,18.455148,0.0002570000000012,4.76317544,18.41
wmcodec,2,282,english:211,1,dataset/collusion_300/english/211/english_211_01.wav,"[58664, 62486]",58664,4.1469,0.9875,12.23,12.228906,14.253532,0.0010940000000001,4.66829445,12.23
wmcodec,2,283,english:211,2,dataset/collusion_300/english/211/english_211_02.wav,"[61131, 7535]",61131,4.3042,0.986,11.62,11.620214,13.49995,0.0002140000000014,4.67393926,11.62
wmcodec,2,284,english:211,3,dataset/collusion_300/english/211/english_211_03.wav,"[197, 51990]",197,4.1615,0.9841,11.26,11.261068,13.322244,0.001068,4.80645641,11.26
wmcodec,2,285,english:2136,1,dataset/collusion_300/english/2136/english_2136_01.wav,"[26448, 24754]",26448,4.532,0.9953,22.16,22.159949,22.161472,5.099999999913507e-05,4.84225186,22.16
wmcodec,2,286,english:2136,2,dataset/collusion_300/english/2136/english_2136_02.wav,"[64357, 37476]",64357,4.4687,0.9941,21.16,21.160878,21.190065,0.0008780000000001,4.76152438,21.16
wmcodec,2,287,english:2136,3,dataset/collusion_300/english/2136/english_2136_03.wav,"[22754, 54755]",22754,4.4467,0.9936,22.31,22.31065,22.314412,0.0006500000000002,4.77744241,22.31
wmcodec,2,288,english:2159,1,dataset/collusion_300/english/2159/english_2159_01.wav,"[23919, 14725]",23919,4.2963,0.9852,11.73,11.72552,12.004113,0.0044800000000009,4.70153154,11.73
wmcodec,2,289,english:2159,2,dataset/collusion_300/english/2159/english_2159_02.wav,"[12385, 25307]",12385,4.2858,0.9838,12.17,12.1707,12.424232,0.0007000000000001,4.63790546,12.17
wmcodec,2,290,english:2159,3,dataset/collusion_300/english/2159/english_2159_03.wav,"[44340, 33796]",44340,4.2826,0.9839,13.06,13.062773,13.273063,0.0027729999999994,4.66983903,13.06
wmcodec,2,291,english:2182,1,dataset/collusion_300/english/2182/english_2182_01.wav,"[24915, 40880]",24915,4.2725,0.9887,13.12,13.122882,13.32962,0.0028820000000013,4.74742148,13.12
wmcodec,2,292,english:2182,2,dataset/collusion_300/english/2182/english_2182_02.wav,"[33871, 53362]",33871,4.3915,0.9863,14.69,14.688751,14.811885,0.0012489999999996,4.71215131,14.69
wmcodec,2,293,english:2182,3,dataset/collusion_300/english/2182/english_2182_03.wav,"[32334, 40323]",32334,4.3383,0.9879,15.94,15.941216,16.048634,0.0012160000000012,4.75929843,15.94
