model,K,trial_id,spk,local_t,method,shift_ms,shifted_colluder_index,ASR,attribution_margin,PESQ,STOI
audioseal,5,9,chinese:SSB0057,0,fwp,-10,4,1,3.48265886,2.7111,0.8983
audioseal,5,9,chinese:SSB0057,0,mean,10,4,1,1.09611797,4.4323,0.9869
audioseal,5,9,chinese:SSB0057,0,fwp,10,4,1,2.88878727,2.8110,0.8970
audioseal,5,9,chinese:SSB0057,0,mean,-20,4,1,2.97854996,3.4568,0.9835
audioseal,5,9,chinese:SSB0057,0,fwp,-20,4,1,2.76874876,2.0351,0.8419
audioseal,5,9,chinese:SSB0057,0,mean,20,4,1,3.00151300,4.0610,0.9834
audioseal,5,9,chinese:SSB0057,0,fwp,20,4,1,2.37559938,2.0252,0.8382
audioseal,5,9,chinese:SSB0057,0,mean,-50,4,1,1.34607840,2.2055,0.9764
audioseal,5,9,chinese:SSB0057,0,fwp,-50,4,1,1.80226040,1.5728,0.7860
audioseal,5,9,chinese:SSB0057,0,mean,50,4,1,1.53523254,3.1046,0.9774
audioseal,5,9,chinese:SSB0057,0,fwp,50,4,1,1.25396109,1.5418,0.7757
audioseal,5,10,chinese:SSB0073,0,mean,0,-1,1,2.58369827,4.6004,0.9998
audioseal,5,10,chinese:SSB0073,0,fwp,0,-1,1,2.09080267,4.6032,0.9998
audioseal,5,10,chinese:SSB0073,0,mean,-10,0,1,1.22819901,4.1160,0.9837
audioseal,5,10,chinese:SSB0073,0,fwp,-10,0,1,1.47901058,2.4081,0.8536
audioseal,5,10,chinese:SSB0073,0,mean,10,0,1,1.22148895,4.4176,0.9841
audioseal,5,10,chinese:SSB0073,0,fwp,10,0,1,1.46167183,2.4243,0.8519
audioseal,5,10,chinese:SSB0073,0,mean,-20,0,1,2.62940741,3.2970,0.9797
audioseal,5,10,chinese:SSB0073,0,fwp,-20,0,1,2.41025162,1.8576,0.8292
audioseal,5,10,chinese:SSB0073,0,mean,20,0,1,2.64513302,4.1193,0.9806
audioseal,5,10,chinese:SSB0073,0,fwp,20,0,1,2.30854416,1.8599,0.8324
audioseal,5,10,chinese:SSB0073,0,mean,-50,0,1,1.04981613,2.4156,0.9747
audioseal,5,10,chinese:SSB0073,0,fwp,-50,0,1,0.40528488,1.6048,0.7568
audioseal,5,10,chinese:SSB0073,0,mean,50,0,1,1.13013554,3.3724,0.9756
audioseal,5,10,chinese:SSB0073,0,fwp,50,0,1,0.79411983,1.6117,0.7392
audioseal,5,11,chinese:SSB0080,0,mean,0,-1,1,2.26952171,4.5648,0.9985
audioseal,5,11,chinese:SSB0080,0,fwp,0,-1,1,2.45735407,4.5844,0.9991
audioseal,5,11,chinese:SSB0080,0,mean,-10,1,1,1.84767103,4.0766,0.9814
audioseal,5,11,chinese:SSB0080,0,fwp,-10,1,1,4.12413406,2.3848,0.8617
audioseal,5,11,chinese:SSB0080,0,mean,10,1,1,1.74574852,4.4462,0.9809
audioseal,5,11,chinese:SSB0080,0,fwp,10,1,1,4.13384628,2.3777,0.8660
audioseal,5,11,chinese:SSB0080,0,mean,-20,1,1,1.88451290,3.3009,0.9750
audioseal,5,11,chinese:SSB0080,0,fwp,-20,1,1,0.95850706,1.7516,0.8015
audioseal,5,11,chinese:SSB0080,0,mean,20,1,1,1.89328432,4.0968,0.9751
audioseal,5,11,chinese:SSB0080,0,fwp,20,1,1,1.18381691,1.7435,0.7999
