model,K,trial_id,spk,local_t,method,shift_ms,shifted_colluder_index,ASR,attribution_margin,PESQ,STOI
wmcodec,5,14,chinese:SSB0133,0,mean,0,-1,1,15.87340437,4.3194,0.9855
wmcodec,5,14,chinese:SSB0133,0,fwp,0,-1,1,13.96782615,3.9536,0.9763
wmcodec,5,14,chinese:SSB0133,0,mean,-10,4,1,12.46829414,3.8169,0.9727
wmcodec,5,14,chinese:SSB0133,0,fwp,-10,4,1,0.07806504,1.8693,0.8706
wmcodec,5,14,chinese:SSB0133,0,mean,10,4,1,8.54331835,4.1233,0.9719
wmcodec,5,14,chinese:SSB0133,0,fwp,10,4,0,-1.30576226,1.8416,0.8726
wmcodec,5,14,chinese:SSB0133,0,mean,-20,4,1,15.67168071,3.0061,0.9699
wmcodec,5,14,chinese:SSB0133,0,fwp,-20,4,1,3.41683339,1.6832,0.8606
wmcodec,5,14,chinese:SSB0133,0,mean,20,4,1,9.41782785,3.5416,0.9695
wmcodec,5,14,chinese:SSB0133,0,fwp,20,4,1,0.61660671,1.6592,0.8574
wmcodec,5,14,chinese:SSB0133,0,mean,-50,4,1,2.28473301,1.9091,0.9621
wmcodec,5,14,chinese:SSB0133,0,fwp,-50,4,1,1.95921245,1.2645,0.8006
wmcodec,5,14,chinese:SSB0133,0,mean,50,4,1,11.06484115,2.3543,0.9636
wmcodec,5,14,chinese:SSB0133,0,fwp,50,4,0,-5.19671907,1.2367,0.7782
wmcodec,5,15,chinese:SSB0139,0,mean,0,-1,1,29.72146782,4.3943,0.9927
wmcodec,5,15,chinese:SSB0139,0,fwp,0,-1,1,5.31230636,4.4827,0.9945
wmcodec,5,15,chinese:SSB0139,0,mean,-10,0,1,26.96682696,3.9504,0.9752
wmcodec,5,15,chinese:SSB0139,0,fwp,-10,0,1,4.66115002,2.0274,0.8341
wmcodec,5,15,chinese:SSB0139,0,mean,10,0,1,22.31158230,4.1523,0.9755
wmcodec,5,15,chinese:SSB0139,0,fwp,10,0,1,9.41714074,1.9814,0.8440
wmcodec,5,15,chinese:SSB0139,0,mean,-20,0,1,22.53822997,2.9559,0.9727
wmcodec,5,15,chinese:SSB0139,0,fwp,-20,0,1,5.28131741,1.7034,0.8477
wmcodec,5,15,chinese:SSB0139,0,mean,20,0,1,21.52203669,3.5995,0.9734
wmcodec,5,15,chinese:SSB0139,0,fwp,20,0,0,-0.46653026,1.6764,0.8556
wmcodec,5,15,chinese:SSB0139,0,mean,-50,0,0,-0.26491350,2.0291,0.9649
wmcodec,5,15,chinese:SSB0139,0,fwp,-50,0,0,-4.46271708,1.3464,0.7523
wmcodec,5,15,chinese:SSB0139,0,mean,50,0,1,21.55135271,2.5594,0.9630
wmcodec,5,15,chinese:SSB0139,0,fwp,50,0,0,-4.13122575,1.3687,0.7377
wmcodec,5,16,chinese:SSB0145,0,mean,0,-1,1,15.80810844,4.2941,0.9819
wmcodec,5,16,chinese:SSB0145,0,fwp,0,-1,1,18.21644781,4.0828,0.9763
wmcodec,5,16,chinese:SSB0145,0,mean,-10,1,1,17.19050007,3.8257,0.9712
wmcodec,5,16,chinese:SSB0145,0,fwp,-10,1,1,6.40987478,2.0770,0.8688
wmcodec,5,16,chinese:SSB0145,0,mean,10,1,1,19.51348327,4.1736,0.9714
wmcodec,5,16,chinese:SSB0145,0,fwp,10,1,1,4.30938822,2.2528,0.8749
wmcodec,5,16,chinese:SSB0145,0,mean,-20,1,1,15.28685297,2.9275,0.9668
wmcodec,5,16,chinese:SSB0145,0,fwp,-20,1,1,7.52738956,1.6394,0.8269
wmcodec,5,16,chinese:SSB0145,0,mean,20,1,1,20.32107544,3.6684,0.9665
wmcodec,5,16,chinese:SSB0145,0,fwp,20,1,1,4.45064023,1.6834,0.8143
wmcodec,5,16,chinese:SSB0145,0,mean,-50,1,1,15.53080795,1.9056,0.9608
wmcodec,5,16,chinese:SSB0145,0,fwp,-50,1,1,3.35615987,1.2579,0.7647
wmcodec,5,16,chinese:SSB0145,0,mean,50,1,1,19.82396949,2.5312,0.9598
wmcodec,5,16,chinese:SSB0145,0,fwp,50,1,1,3.76628229,1.2854,0.7358
wmcodec,5,17,chinese:SSB0149,0,mean,0,-1,1,14.80958619,4.3160,0.9889
