model,K,trial_id,spk,local_t,method,shift_ms,shifted_colluder_index,ASR,attribution_margin,PESQ,STOI
wavmark,5,17,chinese:SSB0149,0,fwp,0,-1,1,5.00000000,4.4531,0.9996
wavmark,5,17,chinese:SSB0149,0,mean,-10,2,1,3.00000000,4.1429,0.9850
wavmark,5,17,chinese:SSB0149,0,fwp,-10,2,1,3.00000000,2.6096,0.8832
wavmark,5,17,chinese:SSB0149,0,mean,10,2,1,3.00000000,4.2471,0.9845
wavmark,5,17,chinese:SSB0149,0,fwp,10,2,1,3.00000000,2.6291,0.8779
wavmark,5,17,chinese:SSB0149,0,mean,-20,2,1,3.00000000,3.5042,0.9815
wavmark,5,17,chinese:SSB0149,0,fwp,-20,2,1,2.00000000,2.0603,0.8382
wavmark,5,17,chinese:SSB0149,0,mean,20,2,1,3.00000000,4.0580,0.9814
wavmark,5,17,chinese:SSB0149,0,fwp,20,2,1,3.00000000,2.0979,0.8305
wavmark,5,17,chinese:SSB0149,0,mean,-50,2,1,3.00000000,2.3451,0.9764
wavmark,5,17,chinese:SSB0149,0,fwp,-50,2,1,5.00000000,1.6411,0.7934
wavmark,5,17,chinese:SSB0149,0,mean,50,2,1,4.00000000,3.2325,0.9760
wavmark,5,17,chinese:SSB0149,0,fwp,50,2,1,3.00000000,1.6340,0.7706
wavmark,5,18,chinese:SSB0193,0,mean,0,-1,1,4.00000000,4.4817,0.9989
wavmark,5,18,chinese:SSB0193,0,fwp,0,-1,1,4.00000000,4.3738,0.9978
wavmark,5,18,chinese:SSB0193,0,mean,-10,3,1,4.00000000,4.1924,0.9843
wavmark,5,18,chinese:SSB0193,0,fwp,-10,3,1,4.00000000,2.5429,0.8752
wavmark,5,18,chinese:SSB0193,0,mean,10,3,1,4.00000000,4.3233,0.9842
wavmark,5,18,chinese:SSB0193,0,fwp,10,3,1,3.00000000,2.5458,0.8750
wavmark,5,18,chinese:SSB0193,0,mean,-20,3,1,4.00000000,3.3751,0.9797
