model,K,spk,local_t,gi,restart,start_id,objective,weights
wmcodec,5,chinese:SSB0018,0,5,1,3,0.0000904909,0.22547128;0.22225563;0.19734598;0.18234941;0.17257769
wmcodec,5,chinese:SSB0018,0,5,1,4,0.0000904909,0.22544701;0.22227845;0.19741800;0.18242623;0.17243030
wmcodec,5,chinese:SSB0018,0,5,1,5,0.0000904909,0.22546008;0.22236176;0.19734739;0.18234720;0.17248357
wmcodec,5,chinese:SSB0018,0,5,1,6,0.0000904909,0.22514837;0.22216400;0.19757682;0.18247771;0.17263311
wmcodec,5,chinese:SSB0018,0,5,2,0,0.0000904909,0.22537332;0.22250316;0.19718219;0.18225864;0.17268269
wmcodec,5,chinese:SSB0018,0,5,2,1,0.0000904909,0.22518469;0.22256636;0.19758303;0.18250305;0.17216287
wmcodec,5,chinese:SSB0018,0,5,2,2,0.0000904909,0.22541058;0.22236024;0.19739335;0.18240620;0.17242963
wmcodec,5,chinese:SSB0018,0,5,2,3,0.0000904909,0.22524640;0.22228254;0.19753623;0.18253769;0.17239714
wmcodec,5,chinese:SSB0018,0,5,2,4,0.0000904909,0.22524640;0.22228254;0.19753623;0.18253769;0.17239714
wmcodec,5,chinese:SSB0018,0,5,2,5,0.0000904909,0.22541058;0.22236024;0.19739335;0.18240620;0.17242963
wmcodec,5,chinese:SSB0018,0,5,2,6,0.0000904909,0.22539165;0.22234765;0.19740374;0.18243399;0.17242297
wmcodec,5,chinese:SSB0018,0,5,3,0,0.0000904909,0.22537332;0.22250316;0.19718219;0.18225864;0.17268269
wmcodec,5,chinese:SSB0018,0,5,3,1,0.0000904909,0.22518469;0.22256636;0.19758303;0.18250305;0.17216287
wmcodec,5,chinese:SSB0018,0,5,3,2,0.0000904909,0.22539165;0.22234765;0.19740374;0.18243399;0.17242297
wmcodec,5,chinese:SSB0018,0,5,3,3,0.0000904909,0.22518469;0.22256636;0.19758303;0.18250305;0.17216287
wmcodec,5,chinese:SSB0018,0,5,3,4,0.0000904909,0.22541058;0.22236024;0.19739335;0.18240620;0.17242963
wmcodec,5,chinese:SSB0018,0,5,3,5,0.0000904909,0.22541058;0.22236024;0.19739335;0.18240620;0.17242963
wmcodec,5,chinese:SSB0018,0,5,3,6,0.0000904909,0.22524640;0.22228254;0.19753623;0.18253769;0.17239714
wmcodec,5,chinese:SSB0033,0,6,0,0,0.0000782789,0.23420789;0.12995088;0.23005135;0.16894135;0.23684853
