model,K,spk,local_t,gi,restart,start_id,objective,weights
voicemark,8,chinese:SSB0018,0,5,1,3,0.0002155301,0.02750915;0.31830412;0.00000000;0.00000000;0.00000000;0.25996121;0.24102398;0.15320154
voicemark,8,chinese:SSB0018,0,5,1,4,0.0002155301,0.02750929;0.31830452;0.00000000;0.00000000;0.00000000;0.25996163;0.24102346;0.15320110
voicemark,8,chinese:SSB0018,0,5,1,5,0.0002155301,0.02750929;0.31830403;0.00000000;0.00000000;0.00000000;0.25996127;0.24102382;0.15320160
voicemark,8,chinese:SSB0018,0,5,1,6,0.0002155301,0.02750929;0.31830403;0.00000000;0.00000000;0.00000000;0.25996128;0.24102382;0.15320159
voicemark,8,chinese:SSB0018,0,5,2,0,0.0002155301,0.02750929;0.31830402;0.00000000;0.00000000;0.00000000;0.25996127;0.24102382;0.15320160
voicemark,8,chinese:SSB0018,0,5,2,1,0.0002155301,0.02750931;0.31830400;0.00000000;0.00000000;0.00000000;0.25996124;0.24102383;0.15320161
voicemark,8,chinese:SSB0018,0,5,2,2,0.0002155301,0.02750929;0.31830401;0.00000000;0.00000000;0.00000000;0.25996126;0.24102383;0.15320160
voicemark,8,chinese:SSB0018,0,5,2,3,0.0002155301,0.02750928;0.31830403;0.00000000;0.00000000;0.00000000;0.25996127;0.24102382;0.15320160
voicemark,8,chinese:SSB0018,0,5,2,4,0.0002155301,0.02750928;0.31830403;0.00000000;0.00000000;0.00000000;0.25996127;0.24102382;0.15320160
voicemark,8,chinese:SSB0018,0,5,2,5,0.0002155301,0.02750929;0.31830403;0.00000000;0.00000000;0.00000000;0.25996128;0.24102382;0.15320159
voicemark,8,chinese:SSB0018,0,5,2,6,0.0002155301,0.02750910;0.31830437;0.00000000;0.00000000;0.00000000;0.25996277;0.24102256;0.15320119
voicemark,8,chinese:SSB0018,0,5,3,0,0.0002155301,0.02750929;0.31830402;0.00000000;0.00000000;0.00000000;0.25996127;0.24102382;0.15320160
voicemark,8,chinese:SSB0018,0,5,3,1,0.0002155301,0.02750931;0.31830400;0.00000000;0.00000000;0.00000000;0.25996124;0.24102383;0.15320161
voicemark,8,chinese:SSB0018,0,5,3,2,0.0002155301,0.02750928;0.31830403;0.00000000;0.00000000;0.00000000;0.25996128;0.24102382;0.15320159
voicemark,8,chinese:SSB0018,0,5,3,3,0.0002155301,0.02750929;0.31830403;0.00000000;0.00000000;0.00000000;0.25996127;0.24102382;0.15320160
voicemark,8,chinese:SSB0018,0,5,3,4,0.0002155301,0.02750931;0.31830400;0.00000000;0.00000000;0.00000000;0.25996126;0.24102382;0.15320161
voicemark,8,chinese:SSB0018,0,5,3,5,0.0002155301,0.02750929;0.31830402;0.00000000;0.00000000;0.00000000;0.25996127;0.24102382;0.15320159
voicemark,8,chinese:SSB0018,0,5,3,6,0.0002155301,0.02750899;0.31830418;0.00000000;0.00000000;0.00000000;0.25996147;0.24102391;0.15320145
voicemark,8,chinese:SSB0033,0,6,0,0,0.0002211506,0.21929487;0.00000000;0.02062690;0.21321521;0.28065013;0.20174488;0.00000000;0.06446800
voicemark,8,chinese:SSB0033,0,6,0,1,0.0002211506,0.21929509;0.00000000;0.02062719;0.21321553;0.28064987;0.20174459;0.00000000;0.06446772
voicemark,8,chinese:SSB0033,0,6,0,2,0.0002211506,0.21929510;0.00000000;0.02062720;0.21321553;0.28064987;0.20174458;0.00000000;0.06446772
voicemark,8,chinese:SSB0033,0,6,0,3,0.0002211506,0.21929510;0.00000000;0.02062720;0.21321553;0.28064987;0.20174458;0.00000000;0.06446772
