category,file,rows,columns,bytes,sha256,runtime_source
attack_evasion,attack_evasion_vocoder_timbrewm.csv,300,model;attack;mode;trial_id;spk;local_t;seed;source_id;source_bits;N_registry;top1_identity;source_rank;source_top1;identity_escape;presence;presence_removed;decoded_bits;source_bit_accuracy;attacker_model;attacker_target_id;attacker_bits;attacker_top1;attacker_target_hit;attacker_bit_accuracy;attacker_presence;PESQ;STOI;SI_SDR;SNR;query_count;attack_parameters;elapsed_sec,74534,13269b4a84059d28af5c343db50139ef16de943fcba4cfffb67cc9813acada36,results/evaluation/attack_evasion_vocoder_timbrewm.csv
attack_evasion,attack_evasion_vocoder_voicemark.csv,600,model;attack;mode;trial_id;spk;local_t;seed;source_id;source_bits;N_registry;top1_identity;source_rank;source_top1;identity_escape;presence;presence_removed;decoded_bits;source_bit_accuracy;attacker_model;attacker_target_id;attacker_bits;attacker_top1;attacker_target_hit;attacker_bit_accuracy;attacker_presence;PESQ;STOI;SI_SDR;SNR;query_count;attack_parameters;elapsed_sec,178904,d8b8492efaf45da634909ceda218f6fe698ebd10257d1962b249f818b0c78edc,results/evaluation/attack_evasion_vocoder_voicemark.csv
attack_evasion,attack_evasion_vocoder_wavmark.csv,600,model;attack;mode;trial_id;spk;local_t;seed;source_id;source_bits;N_registry;top1_identity;source_rank;source_top1;identity_escape;presence;presence_removed;decoded_bits;source_bit_accuracy;attacker_model;attacker_target_id;attacker_bits;attacker_top1;attacker_target_hit;attacker_bit_accuracy;attacker_presence;PESQ;STOI;SI_SDR;SNR;query_count;attack_parameters;elapsed_sec,144268,bf0c0fae3d1d6d70a0224e89e01d35d3c7bb6e839e0a82cab20636f158631b0b,results/evaluation/attack_evasion_vocoder_wavmark.csv
attack_evasion,attack_evasion_vocoder_wmcodec.csv,600,model;attack;mode;trial_id;spk;local_t;seed;source_id;source_bits;N_registry;top1_identity;source_rank;source_top1;identity_escape;presence;presence_removed;decoded_bits;source_bit_accuracy;attacker_model;attacker_target_id;attacker_bits;attacker_top1;attacker_target_hit;attacker_bit_accuracy;attacker_presence;PESQ;STOI;SI_SDR;SNR;query_count;attack_parameters;elapsed_sec,172315,a64688969af6a38d5e7ff3bce71fa3ba8879d914026d672db847ed89255d1160,results/evaluation/attack_evasion_vocoder_wmcodec.csv
baselines,baselines_audioseal_K2.csv,1500,model;K;spk;local_t;gi;method;ASR;R3_escape;R5_escape;ACC_near;ACC_near_norm;PESQ;STOI;SI_SDR,117397,66518634699f95b7459d871091249b552c701d610b3ff47990c91cbe279a447e,results/evaluation/baselines_audioseal_K2.csv
baselines,baselines_audioseal_K3.csv,1500,model;K;spk;local_t;gi;method;ASR;R3_escape;R5_escape;ACC_near;ACC_near_norm;PESQ;STOI;SI_SDR,117400,7dbe86143c6f926a5032e746474f25f954a67d545ac062e07c86965b2f09ab51,results/evaluation/baselines_audioseal_K3.csv
baselines,baselines_audioseal_K5.csv,1500,model;K;spk;local_t;gi;method;ASR;R3_escape;R5_escape;ACC_near;ACC_near_norm;PESQ;STOI;SI_SDR,117398,fec6d1ca50fcde260131569315c0f9257f0151a204e15a0dd043f52c17eb3300,results/evaluation/baselines_audioseal_K5.csv
baselines,baselines_audioseal_K8.csv,1500,model;K;spk;local_t;gi;method;ASR;R3_escape;R5_escape;ACC_near;ACC_near_norm;PESQ;STOI;SI_SDR,117400,285df9ed64a394f43d9867e2ada3d127786127bb576ad5ced2d372739b138390,results/evaluation/baselines_audioseal_K8.csv
baselines,baselines_timbrewm_K2.csv,1500,model;K;spk;local_t;gi;method;ASR;R3_escape;R5_escape;ACC_near;ACC_near_norm;PESQ;STOI;SI_SDR,114580,62a3138baa7ab9bd069c94f42b94eef8835ac90de00f3847a7c73bf4f8043d2b,results/evaluation/baselines_timbrewm_K2.csv
baselines,baselines_timbrewm_K3.csv,1500,model;K;spk;local_t;gi;method;ASR;R3_escape;R5_escape;ACC_near;ACC_near_norm;PESQ;STOI;SI_SDR,114674,c0629e26f9bf453d18e10e2d9394f93ba84b23af6bc275caa7cb5dd1c9750293,results/evaluation/baselines_timbrewm_K3.csv
