model,k,trial_id,speaker,clip_index,source_path,valid_copy_count,payloads_tested,mixing,escaped,closest_member_bits,closest_member_bit_accuracy,pesq,stoi,si_sdr
timbrewm,5,274,english:2007,2,dataset/collusion_300/english/2007/english_2007_02.wav,5,5,uniform,0,10,1.0000,4.5402,0.9982,30.35
timbrewm,5,275,english:2007,3,dataset/collusion_300/english/2007/english_2007_03.wav,5,5,uniform,1,7,0.7000,4.5672,0.9990,31.72
timbrewm,5,276,english:201,1,dataset/collusion_300/english/201/english_201_01.wav,5,5,uniform,1,8,0.8000,4.5850,0.9995,33.17
timbrewm,5,277,english:201,2,dataset/collusion_300/english/201/english_201_02.wav,5,5,uniform,1,9,0.9000,4.5178,0.9982,29.68
timbrewm,5,278,english:201,3,dataset/collusion_300/english/201/english_201_03.wav,5,5,uniform,1,7,0.7000,4.5634,0.9986,30.58
timbrewm,5,279,english:2092,1,dataset/collusion_300/english/2092/english_2092_01.wav,5,5,uniform,1,9,0.9000,4.5995,0.9942,34.61
timbrewm,5,280,english:2092,2,dataset/collusion_300/english/2092/english_2092_02.wav,5,5,uniform,1,9,0.9000,4.6195,0.9983,35.28
timbrewm,5,281,english:2092,3,dataset/collusion_300/english/2092/english_2092_03.wav,5,5,uniform,1,9,0.9000,4.6079,0.9962,34.35
timbrewm,5,282,english:211,1,dataset/collusion_300/english/211/english_211_01.wav,5,5,uniform,1,9,0.9000,4.4823,0.9963,28.76
timbrewm,5,283,english:211,2,dataset/collusion_300/english/211/english_211_02.wav,5,5,uniform,1,9,0.9000,4.4498,0.9969,29.81
timbrewm,5,284,english:211,3,dataset/collusion_300/english/211/english_211_03.wav,5,5,uniform,1,9,0.9000,4.5592,0.9975,30.33
timbrewm,5,285,english:2136,1,dataset/collusion_300/english/2136/english_2136_01.wav,5,5,uniform,1,8,0.8000,4.6039,0.9992,39.31
timbrewm,5,286,english:2136,2,dataset/collusion_300/english/2136/english_2136_02.wav,5,5,uniform,1,8,0.8000,4.5798,0.9987,35.37
timbrewm,5,287,english:2136,3,dataset/collusion_300/english/2136/english_2136_03.wav,5,5,uniform,1,8,0.8000,4.6217,0.9986,37.74
timbrewm,5,288,english:2159,1,dataset/collusion_300/english/2159/english_2159_01.wav,5,5,uniform,1,8,0.8000,4.5792,0.9981,33.15
timbrewm,5,289,english:2159,2,dataset/collusion_300/english/2159/english_2159_02.wav,5,5,uniform,1,9,0.9000,4.6201,0.9989,34.41
timbrewm,5,290,english:2159,3,dataset/collusion_300/english/2159/english_2159_03.wav,5,5,uniform,1,9,0.9000,4.5951,0.9988,33.27
timbrewm,5,291,english:2182,1,dataset/collusion_300/english/2182/english_2182_01.wav,5,5,uniform,1,9,0.9000,4.6055,0.9983,32.54
timbrewm,5,292,english:2182,2,dataset/collusion_300/english/2182/english_2182_02.wav,5,5,uniform,1,9,0.9000,4.5832,0.9987,32.90
timbrewm,5,293,english:2182,3,dataset/collusion_300/english/2182/english_2182_03.wav,5,5,uniform,1,8,0.8000,4.5455,0.9962,28.79
timbrewm,5,294,english:2196,1,dataset/collusion_300/english/2196/english_2196_01.wav,5,5,uniform,1,9,0.9000,4.5584,0.9983,30.60
timbrewm,5,295,english:2196,2,dataset/collusion_300/english/2196/english_2196_02.wav,5,5,uniform,1,8,0.8000,4.5682,0.9975,32.91
timbrewm,5,296,english:2196,3,dataset/collusion_300/english/2196/english_2196_03.wav,5,5,uniform,0,10,1.0000,4.5591,0.9966,31.63
timbrewm,5,297,english:226,1,dataset/collusion_300/english/226/english_226_01.wav,5,5,uniform,1,9,0.9000,4.6102,0.9954,30.28
timbrewm,5,298,english:226,2,dataset/collusion_300/english/226/english_226_02.wav,5,5,uniform,1,8,0.8000,4.5367,0.9980,29.79
timbrewm,5,299,english:226,3,dataset/collusion_300/english/226/english_226_03.wav,5,5,uniform,1,8,0.8000,4.5771,0.9972,26.79
