model,k,trial_id,speaker,clip_index,source_path,valid_copy_count,payloads_tested,mixing,escaped,closest_member_bits,closest_member_bit_accuracy,pesq,stoi,si_sdr
wmcodec,5,94,chinese:SSB0315,2,dataset/collusion_300/chinese/SSB0315/chinese_SSB0315_02.wav,5,5,uniform,1,10,0.6250,4.4393,0.9897,16.19
wmcodec,5,95,chinese:SSB0315,3,dataset/collusion_300/chinese/SSB0315/chinese_SSB0315_03.wav,5,5,uniform,1,13,0.8125,4.4172,0.9932,17.04
wmcodec,5,96,chinese:SSB0316,1,dataset/collusion_300/chinese/SSB0316/chinese_SSB0316_01.wav,5,5,uniform,1,12,0.7500,3.8166,0.9805,13.96
wmcodec,5,97,chinese:SSB0316,2,dataset/collusion_300/chinese/SSB0316/chinese_SSB0316_02.wav,5,5,uniform,1,13,0.8125,4.1309,0.9800,13.22
wmcodec,5,98,chinese:SSB0316,3,dataset/collusion_300/chinese/SSB0316/chinese_SSB0316_03.wav,5,5,uniform,1,13,0.8125,4.1215,0.9812,12.83
wmcodec,5,99,chinese:SSB0323,1,dataset/collusion_300/chinese/SSB0323/chinese_SSB0323_01.wav,5,5,uniform,0,16,1.0000,4.2546,0.9859,13.94
wmcodec,5,100,chinese:SSB0323,2,dataset/collusion_300/chinese/SSB0323/chinese_SSB0323_02.wav,5,5,uniform,1,12,0.7500,4.3264,0.9875,15.23
wmcodec,5,101,chinese:SSB0323,3,dataset/collusion_300/chinese/SSB0323/chinese_SSB0323_03.wav,5,5,uniform,1,12,0.7500,4.4307,0.9854,15.36
wmcodec,5,102,chinese:SSB0338,1,dataset/collusion_300/chinese/SSB0338/chinese_SSB0338_01.wav,5,5,uniform,1,11,0.6875,4.2310,0.9880,14.44
wmcodec,5,103,chinese:SSB0338,2,dataset/collusion_300/chinese/SSB0338/chinese_SSB0338_02.wav,5,5,uniform,1,9,0.5625,4.1831,0.9847,13.80
wmcodec,5,104,chinese:SSB0338,3,dataset/collusion_300/chinese/SSB0338/chinese_SSB0338_03.wav,5,5,uniform,1,11,0.6875,4.2185,0.9831,11.63
wmcodec,5,105,chinese:SSB0339,1,dataset/collusion_300/chinese/SSB0339/chinese_SSB0339_01.wav,5,5,uniform,1,9,0.5625,3.9934,0.9695,12.61
wmcodec,5,106,chinese:SSB0339,2,dataset/collusion_300/chinese/SSB0339/chinese_SSB0339_02.wav,5,5,uniform,1,9,0.5625,4.0409,0.9741,13.09
wmcodec,5,107,chinese:SSB0339,3,dataset/collusion_300/chinese/SSB0339/chinese_SSB0339_03.wav,5,5,uniform,1,14,0.8750,4.1742,0.9775,12.88
wmcodec,5,108,chinese:SSB0341,1,dataset/collusion_300/chinese/SSB0341/chinese_SSB0341_01.wav,5,5,uniform,1,12,0.7500,4.3093,0.9816,15.48
wmcodec,5,109,chinese:SSB0341,2,dataset/collusion_300/chinese/SSB0341/chinese_SSB0341_02.wav,5,5,uniform,1,13,0.8125,4.2746,0.9838,16.11
wmcodec,5,110,chinese:SSB0341,3,dataset/collusion_300/chinese/SSB0341/chinese_SSB0341_03.wav,5,5,uniform,1,10,0.6250,4.3451,0.9861,16.30
wmcodec,5,111,chinese:SSB0342,1,dataset/collusion_300/chinese/SSB0342/chinese_SSB0342_01.wav,5,5,uniform,1,11,0.6875,4.2949,0.9845,17.42
wmcodec,5,112,chinese:SSB0342,2,dataset/collusion_300/chinese/SSB0342/chinese_SSB0342_02.wav,5,5,uniform,1,12,0.7500,4.3106,0.9873,20.57
wmcodec,5,113,chinese:SSB0342,3,dataset/collusion_300/chinese/SSB0342/chinese_SSB0342_03.wav,5,5,uniform,1,13,0.8125,4.1623,0.9817,18.90
wmcodec,5,114,chinese:SSB0354,1,dataset/collusion_300/chinese/SSB0354/chinese_SSB0354_01.wav,5,5,uniform,1,11,0.6875,4.0120,0.9771,16.74
wmcodec,5,115,chinese:SSB0354,2,dataset/collusion_300/chinese/SSB0354/chinese_SSB0354_02.wav,5,5,uniform,1,10,0.6250,4.2929,0.9808,17.15
wmcodec,5,116,chinese:SSB0354,3,dataset/collusion_300/chinese/SSB0354/chinese_SSB0354_03.wav,5,5,uniform,1,12,0.7500,4.3070,0.9854,16.76
wmcodec,5,117,chinese:SSB0366,1,dataset/collusion_300/chinese/SSB0366/chinese_SSB0366_01.wav,5,5,uniform,1,13,0.8125,4.0583,0.9745,14.40
wmcodec,5,118,chinese:SSB0366,2,dataset/collusion_300/chinese/SSB0366/chinese_SSB0366_02.wav,5,5,uniform,1,9,0.5625,4.1136,0.9741,12.75
wmcodec,5,119,chinese:SSB0366,3,dataset/collusion_300/chinese/SSB0366/chinese_SSB0366_03.wav,5,5,uniform,1,11,0.6875,4.1680,0.9760,12.17
wmcodec,5,120,chinese:SSB0375,1,dataset/collusion_300/chinese/SSB0375/chinese_SSB0375_01.wav,5,5,uniform,1,12,0.7500,4.2730,0.9858,14.73
wmcodec,5,121,chinese:SSB0375,2,dataset/collusion_300/chinese/SSB0375/chinese_SSB0375_02.wav,5,5,uniform,1,12,0.7500,4.2359,0.9884,15.36
wmcodec,5,122,chinese:SSB0375,3,dataset/collusion_300/chinese/SSB0375/chinese_SSB0375_03.wav,5,5,uniform,1,12,0.7500,4.2624,0.9873,13.85
